"FilingID","ReferenceID","Form D File Number"
"975071","5984","021-153227"
"975071","5008","021-118384"
"975071","5005","021-95282"
"1000774","175203","021-241988"
"1000774","175203","021-241990"
"975413","6952","021-85410"
"994867","69673","021-233058"
"994867","69672","021-233049"
"994867","7393","021-153633"
"994867","7390","021-153632"
"994867","7394","021-82932"
"994867","7407","021-82933"
"974227","46054","021-181949"
"974227","67093","021-1621469"
"987975","55612","021-202360"
"965134","59765","021-156556"
"975214","22144","021-163005"
"984702","33484","021-1532657"
"989437","30249","021-1543359"
"989437","69216","021-224100"
"986945","45323","021-70600"
"986306","6142","021-63967"
"993890","172783","021-24673301"
"993890","172779","021-246733"
"993890","54397","021-193339"
"993890","54396","021-193339"
"987339","43982","021-174865"
"990834","63446","021-119679"
"972961","169549","021-254417"
"972961","33719","021-134427"
"972961","33714","021-175943"
"972961","171476","021-204096"
"994394","48022","021-109536"
"996834","42843","021-80922"
"996834","59095","021-183552"
"992844","26429","021-129632"
"983315","48652","021-176363"
"983315","48651","021-176324"
"983315","39517","021-136850"
"983315","39576","021-175896"
"983315","170540","021-249296"
"983315","170541","021-249296"
"991898","35866","021-105458"
"991898","35852","021-101586"
"991898","35834","021-72695"
"991898","50047","021-178863"
"991898","50050","021-178864"
"990054","174563","021-250584"
"990054","35328","021-158300"
"990054","35328","021-158303"
"990054","35328","021-158296"
"966341","42921","021-122235"
"966341","42922","021-122127"
"957092","167936","021-1603718"
"957092","35011","021-76602"
"974915","59323","021-209987"
"978365","57898","021-196558"
"961934","158867","021-239598"
"978539","169917","021-252729"
"975929","169750","021-252172"
"978159","20447","021-84037"
"978159","20406","021-84037"
"985889","45358","021-115233"
"985889","45357","021-123534"
"984427","21419","021-90683"
"984427","21335","021-9999999"
"984427","21428","021-132009"
"984427","21389","021-67916"
"984427","21375","021-9999999"
"984427","21352","021-9999999"
"984427","21309","021-9999999"
"984427","21287","021-9999999"
"984427","21242","021-9999999"
"984427","21269","021-9999999"
"983085","22486","021-1133880"
"983085","22553","021-1369087"
"986942","55710","021-199699"
"982160","170368","021-219436"
"987086","94229","021-1613917"
"981330","40510","021-102537"
"981330","33202","021-999999"
"981330","33174","021-999999"
"981330","33188","021-999999"
"977184","56670","021-204332"
"985258","67735","021-166616"
"985258","67734","021-166615"
"985258","67811","021-214759"
"985258","67810","021-214754"
"986418","55797","021-1582921"
"986085","157796","021-126369"
"991682","59033","021-211459"
"991682","59027","021-210718"
"991682","30938","021-157614"
"990206","57847","021-197670"
"990206","57846","021-151619"
"987929","16064","021-9999999999"
"976325","45140","021-179185"
"978294","169894","021-233934"
"978294","20596","021-65449"
"978294","20621","021-103692"
"978294","20612","021-65452"
"978294","33101","021-163446"
"975273","24676","021-999999"
"992899","25143","021-129878"
"958913","44612","021-124401"
"958913","44731","021-9999999999"
"958913","44732","021-999999999"
"984112","170656","021-259075"
"984112","171025","021-197584"
"984112","171024","021-197578"
"984112","171023","021-248317"
"984112","171015","021-234227"
"984112","171013","021-220887"
"984112","171010","021-197459"
"984112","171021","021-224923"
"984112","171005","021-202835"
"984112","170979","021-233943"
"984112","170978","021-258337"
"984112","170973","021-243917"
"984112","171011","021-219447"
"984112","170977","021-258334"
"985652","38007","021-61285"
"993307","57779","021-219032"
"993307","57776","021-225367"
"979083","170147","021-238063"
"979083","170146","021-234395"
"979083","68458","021-227771"
"979083","68457","021-230317"
"979083","68425","021-228111"
"979083","68413","021-226584"
"979083","68410","021-217937"
"979083","68414","021-225970"
"979083","31205","021-174817"
"979083","68411","021-225414"
"979083","68409","021-212987"
"979083","169964","021-233493"
"979083","169953","021-242055"
"994255","30249","021-1543359"
"994255","69216","021-224100"
"981142","21162","021-118765"
"981142","21110","021-84001"
"996856","47734","021-190117"
"996856","47734","021-190118"
"1001406","175222","021-197773"
"999830","34814","021-999999"
"999830","34762","021-999999"
"993000","172502","021-246204"
"993000","52331","021-163203"
"993000","50398","021-188178"
"993000","30012","021-163203"
"993000","29958","021-90973"
"993000","29945","021-90973"
"993000","29923","021-90973"
"991705","37557","021-163520"
"991705","37551","021-112517"
"991705","37515","021-87133"
"1004513","23768","021-137149"
"1004513","23768","021-137143"
"993466","172620","021-250115"
"993466","65454","021-220854"
"992094","32376","021-9999999999"
"992094","32370","021-9999999999"
"992094","32353","021-9999999999"
"992094","32345","021-9999999999"
"992094","32332","021-9999999999"
"992094","32287","021-9999999999"
"992094","32693","021-93440"
"992094","32521","021-93440"
"992094","32392","021-57620"
"992094","32390","021-57621"
"992094","60340","021-196160"
"992094","60339","021-196159"
"1000842","159129","021-230241"
"1000842","159134","021-230241"
"990929","172002","021-242629"
"990929","14033","021-175826"
"990929","14033","021-175827"
"990929","73930","021-234679"
"990929","46366","021-1556910"
"990929","67652","021-232271"
"1001994","15959","021-167532"
"1001994","160173","021-228962"
"1001994","175392","021-243034"
"1001652","55305","021-199988"
"1001652","60616","021-225149"
"999125","15688","021-138217"
"999125","15716","021-167882"
"999125","175314","021-243714"
"987698","55399","021-186031"
"986505","13134","021-154497"
"986505","50890","021-176228"
"985899","172296","021-22214"
"980677","29606","021-9999999999"
"980677","29595","021-9999999999"
"980677","29600","021-9999999999"
"980796","30556","021-9999999999"
"1004837","43062","021-59445"
"1004837","43054","021-59444"
"996497","36622","021-162292"
"996497","36622","021-162293"
"998100","52553","021-193641"
"998100","30175","021-57151"
"1002726","32166","021-173286"
"1002216","66415","021-236926"
"972530","45594","021-180883"
"991746","162149","021-237806"
"990114","168028","021-249670"
"990996","17386","021-169234"
"990996","69950","021-21870201"
"990996","59943","021-218702"
"994358","41362","021-134983"
"974505","66350","021-223511"
"998497","29290","021-167021"
"988539","22100","021-105141"
"998321","32160","021-9999999999"
"998321","32122","021-9999999999"
"998321","31997","021-138328"
"996194","67414","021-230341"
"996194","29797","021-999999"
"996194","29791","021-999999"
"996194","29768","021-69602"
"996194","29785","021-999999"
"996194","29777","021-101261"
"990224","65500","021-236937"
"998903","55121","021-159961"
"998903","60466","021-210675"
"988518","68992","021-209089"
"988518","68829","021-234479"
"985355","60827","021-9999999999"
"985355","42879","021-116358"
"985355","43084","021-9999999999"
"994465","58128","021-9999999999"
"994465","47558","021-9999999999"
"994465","47557","021-9999999999"
"994465","47555","021-9999999999"
"994465","47553","021-9999999999"
"994465","29968","021-9999999999"
"994465","29964","021-9999999999"
"994465","29936","021-158380"
"994465","29934","021-158380"
"994465","29946","021-158380"
"994465","29928","021-158380"
"994465","29922","021-158380"
"994465","29918","021-158380"
"994465","29913","021-158380"
"994465","29892","021-9999999999"
"994465","29888","021-9999999999"
"994465","29885","021-9999999999"
"994465","29882","021-9999999999"
"994465","29876","021-9999999999"
"994465","29868","021-9999999999"
"994465","29865","021-9999999999"
"994465","29862","021-9999999999"
"994465","29857","021-9999999999"
"994465","29849","021-9999999999"
"994465","29843","021-9999999999"
"994465","22201","021-9999999999"
"994465","29830","021-9999999999"
"994465","29825","021-9999999999"
"994465","29821","021-9999999999"
"994465","29910","021-158380"
"994465","29812","021-9999999999"
"994465","22204","021-9999999999"
"994465","29804","021-9999999999"
"994465","29796","021-9999999999"
"994465","29319","021-9999999999"
"994465","29790","021-9999999999"
"994465","28927","021-9999999999"
"994465","28924","021-9999999999"
"994465","28921","021-9999999999"
"994465","28915","021-9999999999"
"994465","28906","021-9999999999"
"994465","28861","021-9999999999"
"994465","21935","021-158380"
"974521","169541","021-259672"
"974521","169543","021-259670"
"974521","57955","021-259667"
"974521","57952","021-259665"
"974521","67749","021-259669"
"974521","67748","021-259668"
"982408","34811","021-138333"
"998750","24529","021-79256"
"998750","24526","021-72283"
"998750","24539","021-103997"
"998750","55001","021-183934"
"998750","34048","021-170132"
"998750","158920","021-225770"
"989241","120386","021-50264"
"979639","28572","021-156912"
"978811","54487","021-194488"
"978811","73514","021-163824"
"1000347","38059","021-125526"
"1000347","38926","021-125526"
"999526","174392","021-241174"
"999526","52456","021-179450"
"999526","15355","021-119005"
"999526","15311","021-79088"
"999526","15307","021-78950"
"999526","15274","021-9999999999"
"999526","15296","021-9999999999"
"999526","14828","021-9999999999"
"999526","15311","021-79098"
"999526","15352","021-119004"
"999526","15307","021-79094"
"999526","52461","021-179473"
"999526","174400","021-241178"
"1003690","38252","021-138597"
"1003690","38243","021-138601"
"1003690","38234","021-100693"
"1003690","38224","021-100694"
"1003690","38053","021-40569"
"1003690","38149","021-57141"
"1003690","38177","021-81934"
"1003690","38155","021-81911"
"1003804","27006","021-109340"
"1003804","26863","021-109086"
"996986","67421","021-229549"
"966360","34786","021-155356"
"966360","42839","021-122127"
"964814","167186","021-250497"
"963381","41218","021-152729"
"963381","41155","021-119579"
"963381","41305","021-152730"
"963381","52060","021-999999999"
"976515","167186","021-250497"
"968268","168807","021-209019"
"968268","169098","021-25657001"
"968268","65764","021-204757"
"968268","168806","021-256570"
"975650","64694","021-198606"
"967707","21748","021-52907"
"966700","34111","021-107249"
"975971","69154","021-235715"
"975971","58924","021-198225"
"975188","69967","021-235553"
"975188","169670","021-257030"
"986333","72533","021-75598"
"984526","170714","021-9999999999"
"980490","29061","021-163261"
"984446","171169","021-191366"
"989059","171615","021-217431"
"989059","171597","021-217431"
"989059","171610","021-217439"
"989059","59099","021-217439"
"989059","59099","021-217431"
"988966","61079","021-201668"
"988966","37153","021-99999999"
"988966","37194","021-137144"
"986156","91229","021-234606"
"991593","62516","021-199920"
"991593","26335","021-100159"
"973461","64040","021-219578"
"993173","74165","021-228340"
"993173","75389","021-228383"
"981701","170370","021-1655295"
"991676","77388","021-233107"
"991676","77384","021-233107"
"979947","171254","021-255981"
"979947","89229","021-234828"
"978955","19556","021-999999"
"978955","21500","021-999999"
"978955","21632","021-999999"
"978955","21618","021-999999"
"978955","21611","021-999999"
"978955","21605","021-999999"
"978955","21602","021-999999"
"978955","21623","021-999999"
"978955","60428","021-999999"
"978955","60423","021-999999"
"996931","26472","021-134831"
"997079","68158","021-233955"
"997079","63425","021-111111"
"997079","43058","021-97886"
"997079","42972","021-162225"
"997079","43097","021-91399"
"997079","42980","021-176695"
"997079","63426","021-111111"
"973317","42507","021-9999999999"
"973317","42535","021-999999999"
"973317","42707","021-9999999999"
"973317","42726","021-9999999999"
"973317","42513","021-9999999999"
"997285","31998","021-129698"
"997285","31988","021-129700"
"997285","31949","021-129699"
"997285","30826","021-26547"
"997285","31910","021-58922"
"970104","64088","021-214689"
"969437","166883","021-245753"
"968105","166785","021-153928"
"968105","166829","021-245577"
"972844","36772","021-48856"
"972844","37086","021-48856"
"974895","58874","021-211283"
"977571","22511","021-118785"
"977571","22492","021-118786"
"977571","22467","021-79587"
"977571","22504","021-77623"
"977585","66330","021-220721"
"978171","39231","021-62171"
"978171","39004","021-62169"
"980913","18992","021-9999999999"
"986237","120254","021-182285"
"986237","120255","021-201505"
"989695","33164","021-161737"
"981772","170316","021-213505"
"981772","170375","021-230019"
"981772","170323","021-225692"
"981772","170314","021-152474"
"979561","171363","021-227784"
"979561","72354","021-220109"
"979561","54944","021-198838"
"979561","54959","021-199186"
"979561","60817","021-201034"
"986648","15898","021-154377"
"981194","39117","021-91065"
"981194","39106","021-53211"
"981194","39085","021-9999999999"
"981194","39095","021-9999999999"
"981194","39044","021-9999999999"
"976581","34344","021-65715"
"976581","34040","021-91529"
"990982","67853","021-216565"
"1004255","173041","021-258471"
"1004255","173040","021-257964"
"1004255","173039","021-257258"
"1004255","173035","021-255713"
"1004255","173034","021-254336"
"1004255","173033","021-253308"
"1004255","173031","021-252746"
"1004255","172809","021-246046"
"1004255","172806","021-254326"
"1004255","172805","021-258462"
"1004255","172800","021-257260"
"1004255","172799","021-256758"
"1004255","172798","021-255721"
"1004255","172746","021-251522"
"1004255","172782","021-251944"
"1004255","172715","021-258464"
"1004255","172710","021-257773"
"1004255","172708","021-251524"
"1004255","172713","021-257775"
"1004255","173022","021-249477"
"1004255","173021","021-245172"
"1004255","173018","021-242912"
"1004255","173019","021-246045"
"1004255","172808","021-246044"
"1004255","172807","021-257969"
"1004255","172803","021-257966"
"1004255","172797","021-255714"
"1004255","172796","021-255716"
"1004255","172795","021-254689"
"1004255","172788","021-252307"
"1004255","172770","021-251536"
"1004255","172765","021-251120"
"1004255","172761","021-257261"
"1004255","172736","021-242430"
"1004255","172723","021-250705"
"1004255","172716","021-258467"
"1004255","172714","021-257776"
"1004255","173026","021-251119"
"1004255","173020","021-241091"
"1004255","172804","021-257967"
"1004255","172789","021-252298"
"1004255","172780","021-251939"
"1004255","172777","021-251934"
"1004255","172769","021-251528"
"1004255","172758","021-255133"
"1004255","172747","021-250023"
"1004255","172740","021-250700"
"1004255","172738","021-250266"
"1004255","172734","021-243310"
"1004255","172731","021-251113"
"1004255","172750","021-252306"
"1004255","172724","021-251116"
"1004255","173043","021-258461"
"1004255","173038","021-257252"
"1004255","173037","021-255717"
"1004255","173036","021-255709"
"1004255","173029","021-252297"
"1004255","173028","021-252300"
"1004255","173027","021-251953"
"1004255","172802","021-257777"
"1004255","172801","021-257772"
"1004255","172794","021-254309"
"1004255","172793","021-254313"
"1004255","172792","021-254305"
"1004255","172791","021-253824"
"1004255","172790","021-253299"
"1004255","172764","021-249059"
"1004255","172753","021-253309"
"1004255","172719","021-250706"
"1004255","172717","021-251109"
"1004255","172709","021-251121"
"1004255","172581","021-246908"
"1004255","172576","021-242426"
"1004255","172573","021-247284"
"1004255","172543","021-254330"
"1004255","172541","021-254690"
"1004255","172540","021-255136"
"1004255","172538","021-255139"
"1004255","172529","021-256761"
"1004255","172527","021-257255"
"1004255","172380","021-251117"
"1004255","172382","021-252310"
"1004255","172358","021-256771"
"1004255","172243","021-256763"
"1004255","172134","021-255718"
"1004255","172121","021-255134"
"1004255","172094","021-251936"
"1004255","172091","021-251924"
"1004255","172085","021-251533"
"1004255","172583","021-248120"
"1004255","172582","021-247288"
"1004255","172577","021-238069"
"1004255","172574","021-245667"
"1004255","172572","021-247781"
"1004255","172553","021-252748"
"1004255","172552","021-253297"
"1004255","172550","021-253823"
"1004255","172548","021-253816"
"1004255","172546","021-253826"
"1004255","172545","021-254315"
"1004255","172528","021-256769"
"1004255","172378","021-258466"
"1004255","172370","021-257262"
"1004255","172361","021-257253"
"1004255","172360","021-257254"
"1004255","172359","021-256786"
"1004255","172377","021-258468"
"1004255","172356","021-256770"
"1004255","172241","021-256279"
"1004255","172237","021-256276"
"1004255","172169","021-256246"
"1004255","172109","021-253293"
"1004255","172108","021-253808"
"1004255","172107","021-252749"
"1004255","172101","021-252757"
"1004255","172096","021-251932"
"1004255","172093","021-251927"
"1004255","172092","021-251921"
"1004255","172089","021-251525"
"1004255","172537","021-255711"
"1004255","172381","021-251111"
"1004255","172373","021-257778"
"1004255","172372","021-257774"
"1004255","172366","021-257256"
"1004255","172239","021-256250"
"1004255","172130","021-255141"
"1004255","172127","021-255143"
"1004255","172125","021-255138"
"1004255","172123","021-255140"
"1004255","172106","021-252753"
"1004255","172138","021-255719"
"1004255","172586","021-236627"
"1004255","172585","021-250025"
"1004255","172580","021-241480"
"1004255","172579","021-242439"
"1004255","172578","021-242432"
"1004255","172571","021-248460"
"1004255","172547","021-253818"
"1004255","172534","021-255712"
"1004255","172530","021-256281"
"1004255","172531","021-256278"
"1004255","172383","021-253302"
"1004255","172375","021-257965"
"1004255","172374","021-257779"
"1004255","172119","021-255135"
"1004255","172118","021-254335"
"1004255","172116","021-254329"
"1004255","172114","021-254319"
"1004255","172113","021-253810"
"1004255","172112","021-253307"
"1004255","172098","021-251940"
"1004255","172100","021-251941"
"1004255","171079","021-235180"
"1004255","171077","021-235180"
"1004255","171029","021-240642"
"1004255","171035","021-235180"
"1004255","171001","021-240295"
"1004255","171000","021-240297"
"1004255","170989","021-240305"
"1004255","170990","021-240304"
"1004255","171087","021-235180"
"1004255","171083","021-235180"
"1004255","171074","021-235180"
"1004255","171039","021-237604"
"1004255","170995","021-240297"
"1004255","170993","021-240287"
"1004255","170986","021-239798"
"1004255","71321","021-196728"
"1004255","73372","021-212368"
"1004255","63014","021-214492"
"1004255","63012","021-214494"
"1004255","63011","021-214335"
"1004255","63010","021-214334"
"1004255","63009","021-214336"
"1004255","61267","021-213136"
"1004255","61266","021-213648"
"1004255","61263","021-213665"
"1004255","61261","021-213636"
"1004255","61256","021-211472"
"1004255","61255","021-211167"
"1004255","61247","021-212371"
"1004255","61245","021-213654"
"1004255","61243","021-211465"
"1004255","61242","021-213641"
"1004255","61241","021-213639"
"1004255","61240","021-213134"
"1004255","61251","021-212370"
"1004255","61236","021-213070"
"1004255","61234","021-211170"
"1004255","61233","021-211192"
"1004255","61221","021-213133"
"1004255","61219","021-213130"
"1004255","61218","021-213638"
"1004255","61216","021-211623"
"1004255","61215","021-208593"
"1004255","61214","021-208566"
"1004255","61212","021-208166"
"1004255","61211","021-206183"
"1004255","61209","021-205685"
"1004255","61208","021-207564"
"1004255","61203","021-211473"
"1004255","61206","021-210115"
"1004255","61202","021-211467"
"1004255","61201","021-209285"
"1004255","61197","021-210471"
"1004255","61196","021-208565"
"1004255","61195","021-211463"
"1004255","61194","021-210963"
"1004255","61193","021-212687"
"1004255","61191","021-207344"
"1004255","61189","021-207347"
"1004255","61199","021-211469"
"1004255","61167","021-208587"
"1004255","61166","021-208722"
"1004255","61165","021-208968"
"1004255","61162","021-210950"
"1004255","61161","021-205677"
"1004255","61160","021-204018"
"1004255","61159","021-205070"
"1004255","61158","021-204518"
"1004255","61157","021-205818"
"1004255","61156","021-206646"
"1004255","61155","021-205681"
"1004255","61154","021-212685"
"1004255","61152","021-206638"
"1004255","61151","021-210985"
"1004255","61150","021-205804"
"1004255","61149","021-205829"
"1004255","61148","021-210967"
"1004255","61147","021-213084"
"1004255","61244","021-211164"
"1004255","61146","021-208570"
"1004255","61145","021-213047"
"1004255","61144","021-211464"
"1004255","61238","021-213132"
"1004255","61121","021-213739"
"1004255","61120","021-206667"
"1004255","61119","021-209282"
"1004255","61117","021-208727"
"1004255","61116","021-211763"
"1004255","61115","021-206178"
"1004255","61111","021-205512"
"1004255","61109","021-205496"
"1004255","61108","021-211468"
"1004255","70413","021-230816"
"1004255","70412","021-229853"
"1004255","70411","021-220382"
"1004255","70410","021-229851"
"1004255","70409","021-216992"
"1004255","70408","021-226416"
"1004255","70407","021-223070"
"1004255","70406","021-223794"
"1004255","70405","021-216478"
"1004255","70404","021-218732"
"1004255","70393","021-218080"
"1004255","70403","021-220413"
"1004255","70402","021-222773"
"1004255","70401","021-227231"
"1004255","70400","021-220390"
"1004255","70399","021-216985"
"1004255","70398","021-227680"
"1004255","70397","021-231567"
"1004255","70396","021-227679"
"1004255","70382","021-221409"
"1004255","70360","021-224804"
"1004255","70351","021-223863"
"1004255","70344","021-231199"
"1004255","72978","021-217523"
"1004255","72927","021-228178"
"1004255","72925","021-219963"
"1004255","72924","021-225947"
"1004255","72923","021-227693"
"1004255","72922","021-218081"
"1004255","72921","021-224800"
"1004255","72920","021-230823"
"1004255","72919","021-223807"
"1004255","72917","021-228190"
"1004255","72916","021-223820"
"1004255","72915","021-226472"
"1004255","72913","021-220419"
"1004255","72914","021-221968"
"1004255","72909","021-219455"
"1004255","72906","021-222771"
"1004255","72905","021-222770"
"1004255","72904","021-226418"
"1004255","72903","021-222415"
"1004255","72902","021-221007"
"1004255","72901","021-216574"
"1004255","72900","021-225517"
"1004255","72899","021-223571"
"1004255","72898","021-225940"
"1004255","72893","021-219448"
"1004255","72890","021-233060"
"1004255","72889","021-229852"
"1004255","72888","021-226422"
"1004255","72886","021-225230"
"1004255","72884","021-226883"
"1004255","72882","021-218731"
"1004255","72880","021-228189"
"1004255","72879","021-227226"
"1004255","72878","021-226429"
"1004255","72876","021-225234"
"1004255","72875","021-219974"
"1004255","72872","021-223572"
"1004255","72871","021-226893"
"1004255","72869","021-223830"
"1004255","72868","021-216579"
"1004255","72861","021-223826"
"1004255","72860","021-227692"
"1004255","72859","021-223806"
"1004255","72858","021-220997"
"1004255","72856","021-223824"
"1004255","72855","021-229063"
"1004255","72854","021-225239"
"1004255","72853","021-224364"
"1004255","72852","021-224357"
"1004255","72851","021-224799"
"1004255","72849","021-231533"
"1004255","72848","021-231543"
"1004255","72847","021-224808"
"1004255","72845","021-226410"
"1004255","72842","021-227224"
"1004255","72844","021-218076"
"1004255","72818","021-226431"
"1004255","72816","021-225533"
"1004255","72815","021-225962"
"1004255","72814","021-228140"
"1004255","72813","021-224811"
"1004255","72811","021-224362"
"1004255","72810","021-218736"
"1004255","72807","021-214330"
"1004255","72806","021-229862"
"1004255","72802","021-226424"
"1004255","72801","021-221415"
"1004255","72799","021-230811"
"1004255","72798","021-223066"
"1004255","72797","021-216474"
"1004255","72796","021-215550"
"1004255","72795","021-229863"
"1004255","72792","021-223060"
"1004255","72791","021-231201"
"1004255","72790","021-224366"
"1004255","72789","021-228142"
"1004255","72788","021-218069"
"1004255","72787","021-220416"
"1004255","72785","021-229868"
"1004255","72780","021-231187"
"1004255","72866","021-226897"
"1004255","72779","021-216580"
"1004255","72778","021-231181"
"1004255","72777","021-229453"
"1004255","72776","021-227221"
"1004255","72774","021-225953"
"1004255","72773","021-228184"
"1004255","72772","021-222430"
"1004255","72765","021-216707"
"1004255","72763","021-225951"
"1004255","72760","021-228151"
"1004255","72757","021-219961"
"1004255","72756","021-225956"
"1004255","72755","021-229452"
"1004255","72753","021-231192"
"1004255","72751","021-218087"
"1004255","72749","021-219181"
"1004255","72748","021-216991"
"1004255","72747","021-223798"
"1004255","72771","021-221400"
"1004255","72770","021-227233"
"1004255","72742","021-216019"
"1004255","72741","021-230815"
"1004255","72740","021-225524"
"1004255","72738","021-224369"
"1004255","72737","021-223061"
"1004255","72723","021-225240"
"1004255","72721","021-230219"
"1004255","72718","021-228608"
"1004255","72717","021-229067"
"1004255","72715","021-223559"
"1004255","72714","021-223068"
"1004255","72712","021-219165"
"1004255","72744","021-225229"
"1004255","72743","021-221967"
"1004255","72713","021-216011"
"1004255","171003","021-240645"
"1004255","72733","021-230810"
"1004255","72706","021-222404"
"1004255","72704","021-219162"
"1004255","72697","021-230821"
"1004255","72696","021-225223"
"1004255","72693","021-230247"
"1004255","72698","021-219451"
"1004255","72691","021-229448"
"1004255","72531","021-229865"
"1004255","72530","021-230813"
"1004255","72529","021-228181"
"1004255","72528","021-228180"
"1004255","72527","021-227218"
"1004255","72526","021-214408"
"1004255","72525","021-226420"
"1004255","72524","021-222031"
"1004255","170975","021-239791"
"1004255","72523","021-221397"
"1004255","72522","021-218733"
"1004255","170974","021-239214"
"1004255","170971","021-246933"
"1004255","72520","021-225505"
"1004255","72518","021-230820"
"1004255","72517","021-221406"
"1004255","72516","021-216016"
"1004255","72515","021-229857"
"1004255","72514","021-218724"
"1004255","72513","021-217527"
"1004255","72512","021-222408"
"1004255","72511","021-217519"
"1004255","72510","021-231569"
"1004255","72509","021-222392"
"1004255","72506","021-222401"
"1004255","73168","021-219458"
"1004255","73167","021-218077"
"1004255","72784","021-228148"
"1004255","73166","021-227212"
"1004255","73165","021-216481"
"1004255","73162","021-220378"
"1004255","72865","021-226895"
"1004255","72863","021-223810"
"1004255","73156","021-222962"
"1004255","73155","021-229449"
"1004255","73154","021-218729"
"1004255","73153","021-216990"
"1004255","73151","021-218739"
"1004255","72783","021-226415"
"1004255","73150","021-227215"
"1004255","73149","021-221964"
"1004255","73148","021-223832"
"1004255","73144","021-227235"
"1004255","73143","021-231197"
"1004255","73142","021-225943"
"1004255","73141","021-225235"
"1004255","73135","021-228602"
"1004255","70358","021-230238"
"1004255","70356","021-228599"
"1004255","171146","021-242073"
"1004255","73133","021-223787"
"1004255","73128","021-220420"
"1004255","73131","021-223565"
"1004255","73126","021-229861"
"1004255","73125","021-215549"
"1004255","73120","021-223569"
"1004255","73118","021-223562"
"1004255","73117","021-225534"
"1004255","73114","021-220385"
"1004255","73113","021-219969"
"1004255","73111","021-225515"
"1004255","73109","021-223058"
"1004255","73108","021-222416"
"1004255","73106","021-227681"
"1004255","73105","021-225511"
"1004255","73104","021-221399"
"1004255","73103","021-222768"
"1004255","73102","021-225965"
"1004255","73101","021-229056"
"1004255","71511","021-225968"
"1004255","71510","021-226881"
"1004255","71509","021-224807"
"1004255","71508","021-224805"
"1004255","71507","021-224816"
"1004255","71506","021-225537"
"1004255","71505","021-227689"
"1004255","71504","021-227217"
"1004255","71499","021-222413"
"1004255","71497","021-226889"
"1004255","71496","021-222405"
"1004255","72782","021-226428"
"1004255","72781","021-223575"
"1004255","71495","021-224801"
"1004255","71493","021-224350"
