"FilingID","Initial/Amended","11.C(1)","11.C(2)","11.C(3)","11.C(4)","11.C(5)","11.D(1)","11.D(2)","11.D(3)","11.D(4)","11.D(5)","11.E(1)","11.E(2)","11.E(3)","11.E(4)","11.F.","11.G.","Filed Against","ReferenceID","Remove-Affiliate","Remove-Expired","Remove-Filed in Error","Error Explantion","Affiliate Submitted","Initiator Type","Initiated By","Principal Sanction","Other Sanctions","Date Initiated","Date Initiated Exact","Date Initiated Explanation","Case Number","Employing Firm","Principal Product","Other Product","Allegations","Status","Appeal Details","Resolution","Resolution Date","Resolution Date Exact","Resolution Date Explanation","Monetary Sanction","Monetary Amount","Revocation/Expulsion/Denial","Censure","Bar","Disgorgement/Restitution","Cease and Desist/Injunction","Suspension","Other Sanctions Ordered","Sanction Detail","Summary"
1028844,"AMENDED","","","","","","","Y","","","","","","","","","","Affiliates",1019365,"","","","","N","State","WASHINGTON STATE DEPARTMENT OF FINANCIAL INSTITUTIONS","Restitution","IN ADDITION TO THE AGREEMENT TO REPURCHASE CERTAIN AUCTION RATE SECURITIES (""ARS"") SOLD TO ELIGIBLE INVESTORS PRIOR TO FEBRUARY 13, 2008, THE SETTLEMENT CALLS FOR THE REIMBURSEMENT OF ELIGIBLE INVESTORS WHO SOLD ARS BELOW PAR, REFUNDING OF CERTAIN LOAN EXPENSES INCURRED BY ELIGIBLE INVESTORS, SPECIAL ARBITRATION PROCEEDINGS CONCERNING CONSEQUENTIAL DAMAGES WITH RESPECT TO ARS, REFUNDING CERTAIN REFINANCING FEES INCURRED BY MUNICIPAL ISSUERS OF ARS AND A CIVIL PENALTY.","01/13/2010","Y","","S-09-196-09-CO01","","Other","AUCTION RATE SECURITIES","THE INVESTIGATION CONCERNED ALLEGED MISREPRESENTATIONS AND OMISSIONS IN CONNECTION WITH THE MARKETING, SALE AND DISTRIBUTION OF AUCTION RATE SECURITIES.","Final","","Consent","01/13/2010","Y","","Y",224424,"","","","Y","Y","","IN ADDITION TO THE AGREEMENT TO REPURCHASE CERTAIN AUCTION RATE SECURITIES (""ARS"") SOLD TO ELIGIBLE INVESTORS PRIOR TO FEBRUARY 13, 2008, THE SETTLEMENT CALLS FOR THE REIMBURSEMENT OF ELIGIBLE INVESTORS WHO SOLD ARS BELOW PAR, REFUNDING OF CERTAIN LOAN EXPENSES INCURRED BY ELIGIBLE INVESTORS, SPECIAL ARBITRATION PROCEEDINGS CONCERNING CONSEQUENTIAL DAMAGES WITH RESPECT TO ARS, REFUNDING CERTAIN REFINANCING FEES INCURRED BY MUNICIPAL ISSUERS OF ARS AND A CIVIL PENALTY.","THE FINE WAS PAID ON JANUARY 14, 2010. THE FINE REPRESENTS THE WASHINGTON PORTION OF A TOTAL FINE OF $25 MILLION NEGOTIATED WITH THE NYAG AND THE STATE OF FLORIDA OFFICE OF FINANCIAL REGULATION ON BEHALF OF THE NASAA TASK FORCE. THE REMAINING AMOUNT WILL BE PAID SEPARATELY TO OTHER STATES. ALSO PAID WAS $15,000 TO NASAA AS REIMBURSEMENT FOR INVESTIGATIVE COSTS INCURRED BY NASAA.","THE ACTION RELATED TO ALLEGATIONS WITH RESPECT TO MISREPRESENTATIONS AND OMISSIONS IN CONNECTION WITH THE MARKETING, SALE AND DISTRIBUTION OF AUCTION RATE SECURITIES. AS DESCRIBED HEREIN, THE PRINCIPAL TERMS OF THE SETTLEMENT WERE NEGOTIATED WITH THE NYAG AND THE STATE OF FLORIDA OFFICE OF FINANCIAL REGULATION ON BEHALF OF THE NASAA TASK FORCE THAT CONTEMPLATES SEPARATE SIMILAR AGREEMENTS WITH OTHER STATES."
1028844,"AMENDED","","","","","","","Y","","","","","","","","","","Affiliates",1019366,"","","","","N","State","STATE OF MAINE DEPARTMENT OF PROFESSIONAL AND FINANCIAL REGULATION OFFICE OF SECURITIES","Restitution","IN ADDITION TO THE AGREEMENT TO REPURCHASE CERTAIN AUCTION RATE SECURITIES (""ARS"") SOLD TO ELIGIBLE INVESTORS PRIOR TO FEBRUARY 13, 2008, THE SETTLEMENT CALLS FOR THE REIMBURSEMENT OF ELIGIBLE INVESTORS WHO SOLD ARS BELOW PAR, REFUNDING OF CERTAIN LOAN EXPENSES INCURRED BY ELIGIBLE INVESTORS, SPECIAL ARBITRATION PROCEEDINGS CONCERNING CONSEQUENTIAL DAMAGES WITH RESPECT TO ARS, REFUNDING CERTAIN REFINANCING FEES INCURRED BY MUNICIPAL ISSUERS OF ARS AND A CIVIL PENALTY.","08/17/2009","Y","","09-075","","Other","AUCTION RATE SECURITIES","THE INVESTIGATION CONCERNED ALLEGED MISREPRESENTATIONS AND OMISSIONS IN CONNECTION WITH THE MARKETING, SALE AND DISTRIBUTION OF AUCTION RATE SECURITIES.","Final","","Consent","08/17/2009","Y","","Y",952094,"","","","Y","Y","","IN ADDITION TO THE AGREEMENT TO REPURCHASE CERTAIN AUCTION RATE SECURITIES (""ARS"") SOLD TO ELIGIBLE INVESTORS PRIOR TO FEBRUARY 13, 2008, THE SETTLEMENT CALLS FOR THE REIMBURSEMENT OF ELIGIBLE INVESTORS WHO SOLD ARS BELOW PAR, REFUNDING OF CERTAIN LOAN EXPENSES INCURRED BY ELIGIBLE INVESTORS, SPECIAL ARBITRATION PROCEEDINGS CONCERNING CONSEQUENTIAL DAMAGES WITH RESPECT TO ARS, REFUNDING CERTAIN REFINANCING FEES INCURRED BY MUNICIPAL ISSUERS OF ARS AND A CIVIL PENALTY.","THE FINE WAS PAID ON AUGUST 27, 2009. THE FINE REPRESENTS THE MAINE PORTION OF A TOTAL FINE OF $25 MILLION NEGOTIATED WITH THE NYAG AND THE STATE OF FLORIDA OFFICE OF FINANCIAL REGULATION ON BEHALF OF THE NASAA TASK FORCE. THE REMAINING AMOUNT WILL BE PAID SEPARATELY TO OTHER STATES. ALSO PAID WAS $15,000 TO NASAA AS REIMBURSEMENT FOR INVESTIGATIVE COSTS INCURRED BY NASAA.","THE ACTION RELATED TO ALLEGATIONS WITH RESPECT TO MISREPRESENTATIONS AND OMISSIONS IN CONNECTION WITH THE MARKETING, SALE AND DISTRIBUTION OF AUCTION RATE SECURITIES. AS DESCRIBED HEREIN, THE PRINICPAL TERMS OF THE SETTLEMENT WERE NEGOTIATED WITH THE NYAG AND THE STATE OF FLORIDA OFFICE OF FINANCIAL REGULATION ON BEHALF OF THE NASAA TASK FORCE THAT CONTEMPLATES SEPARATE SIMILAR AGREEMENTS WITH OTHER STATES."
1028844,"AMENDED","","","","","","","Y","","","","","","","","","","Affiliates",1019367,"","","","","N","State","OFFICE OF THE ATTORNEY GENERAL OF THE STATE OF NEW YORK","Restitution","IN ADDITION TO THE AGREEMENT TO REPURCHASE CERTAIN AUCTION RATE SECURITIES (""ARS"") SOLD TO ELIGIBLE INVESTORS PRIOR TO FEBRUARY 13, 2008, THE SETTLEMENT CALLS FOR THE REIMBURSEMENT OF ELIGIBLE INVESTORS WHO SOLD ARS BELOW PAR, REFUNDING OF CERTAIN LOAN EXPENSES INCURRED BY ELIGIBLE INVESTORS, SPECIAL ARBITRATION PROCEEDINGS CONCERNING CONSEQUENTIAL DAMAGES WITH RESPECT TO ARS, REFUNDING CERTAIN REFINANCING FEES INCURRED BY MUNICIPAL ISSUERS OF ARS AND A CIVIL PENALTY.","06/02/2009","Y","","N/A","","Other","AUCTION RATE SECURITIES","THE INVESTIGATION CONCERNED ALLEGED MISREPRESENTATIONS AND OMISSIONS IN CONNECTION WITH THE MARKETING, SALE AND DISTRIBUTION OF AUCTION RATE SECURITIES.","Final","","Consent","06/02/2009","Y","","Y",6742610,"","","","Y","Y","","IN ADDITION TO THE AGREEMENT TO REPURCHASE CERTAIN AUCTION RATE SECURITIES (""ARS) SOLD TO ELIGIBLE INVESTORS PRIOR TO FEBRUARY 13, 2008, THE SETTLEMENT CALLS FOR THE REIMBURSEMENT OF ELIGIBLE INVESTORS WHO SOLD ARS BELOW PAR, REFUNDING OF CERTAIN LOAN EXPENSES INCURRED BY ELIGIBLE INVESTORS, SPECIAL ARBITRATION PROCEEDINGS CONCERNING CONSEQUENTIAL DAMAGES WITH RESPECT TO ARS, REFUNDING CERTAIN REFINANCING FEES INCURRED BY MUNICIPAL ISSUERS OF ARS AND A CIVIL PENALTY.","THE FINE WAS PAID ON JUNE 16, 2009. THE FINE REPRESENTS THE NEW YORK PORTION OF A TOTAL FINE OF $25 MILLION NEGOTIATED WITH THE NYAG AND THE STATE OF FLORIDA OFFICE OF FINANCIAL REGULATION ON BEHALF OF THE NASAA TASK FORCE. THE REMAINING AMOUNT WILL BE PAID SEPARATELY TO OTHER STATES.","THE ACTION RELATED TO ALLEGATIONS WITH RESPECT TO MISREPRESENTATIONS AND OMISSIONS IN CONNECTION WITH THE MARKETING, SALE AND DISTRIBUTION OF AUCTION RATE SECURITIES. AS DESCRIBED HEREIN, THE PRINICPAL TERMS OF THE SETTLEMENT WERE NEGOTIATED WITH THE NYAG AND THE STATE OF FLORIDA OFFICE OF FINANCIAL REGULATION ON BEHALF OF THE NASAA TASK FORCE THAT CONTEMPLATES SEPARATE SIMILAR AGREEMENTS WITH OTHER STATES."
1028844,"AMENDED","","","","","","","Y","","","","","","","","","","Affiliates",1019368,"","","","","N","State","STATE OF FLORIDA OFFICE OF FINANCIAL REGULATION","Restitution","IN ADDITION TO THE AGREEMENT TO REPURCHASE CERTAIN AUCTION RATE SECURITIES (""ARS"") SOLD TO ELIGIBLE INVESTORS PRIOR TO FEBRUARY 13, 2008, THE SETTLEMENT CALLS FOR THE REIMBURSEMENT OF ELIGIBLE INVESTORS WHO SOLD ARS BELOW PAR, REFUNDING OF CERTAIN LOAN EXPENSES INCURRED BY ELIGIBLE INVESTORS, SPECIAL ARBITRATION PROCEEDINGS CONCERNING CONSEQUENTIAL DAMAGES WITH RESPECT TO ARS, REFUNDING CERTAIN REFINANCING FEES INCURRED BY MUNICIPAL ISSUERS OF ARS AND A CIVIL PENALTY.","06/04/2009","Y","","0403-S-10/08","","Other","AUCTION RATE SECURITIES","THE INVESTIGATION CONCERNED ALLEGED MISREPRESENTATIONS AND OMISSIONS IN CONNECTION WITH THE MARKETING, SALE AND DISTRIBUTION OF AUCTION RATE SECURITIES.","Final","","Consent","06/04/2009","Y","","Y",1293398,"","","","Y","Y","","IN ADDITION TO THE AGREEMENT TO REPURCHASE CERTAIN AUCTION RATE SECURITIES (""ARS"") SOLD TO ELIGIBLE INVESTORS PRIOR TO FEBRUARY 13, 2008, THE SETTLEMENT CALLS FOR THE REIMBURSEMENT OF ELIGIBLE INVESTORS WHO SOLD ARS BELOW PAR, REFUNDING OF CERTAIN LOAN EXPENSES INCURRED BY ELIGIBLE INVESTORS, SPECIAL ARBITRATION PROCEEDINGS CONCERNING CONSEQUENTIAL DAMAGES WITH RESPECT TO ARS, REFUNDING CERTAIN REFINANCING FEES INCURRED BY MUNICIPAL ISSUERS OF ARS AND A CIVIL PENALTY.","THE FINE WAS PAID ON JUNE 18, 2009. THE FINE REPRESENTS THE FLORIDA PORTION OF A TOTAL FINE OF $25 MILLION NEGOTIATED WITH THE NYAG AND THE STATE OF FLORIDA OFFICE OF FINANCIAL REGULATION ON BEHALF OF THE NASAA TASK FORCE. THE REMAINING AMOUNT WILL BE PAID SEPARATELY TO OTHER STATES. ALSO PAID WAS $15,000 TO NASAA AS REIMBURSEMENT FOR INVESTIGATIVE COSTS INCURRED BY NASAA.","THE ACTION RELATED TO ALLEGATIONS WITH RESPECT TO MISREPRESENTATIONS AND OMISSIONS IN CONNECTION WITH THE MARKETING, SALE AND DISTRIBUTION OF AUCTION RATE SECURITIES. AS DESCRIBED HEREIN, THE PRINICPAL TERMS OF THE SETTLEMENT WERE NEGOTIATED WITH THE NYAG AND THE STATE OF FLORIDA OFFICE OF FINANCIAL REGULATION ON BEHALF OF THE NASAA TASK FORCE THAT CONTEMPLATES SEPARATE SIMILAR AGREEMENTS WITH OTHER STATES."
1028844,"AMENDED","","","","","","","Y","","","","","","","","","","Affiliates",1019369,"","","","","N","State","STATE OF MICHIGAN DEPARTMENT OF ENERGY LABOR & ECONOMIC GROWTH OFFICE OF FINANCIAL & INSURANCE REGULATION","Restitution","IN ADDITION TO THE AGREEMENT TO REPURCHASE CERTAIN AUCTION RATE SECURITIES (""ARS"") SOLD TO ELIGIBLE INVESTORS PRIOR TO FEBRUARY 13, 2008, THE SETTLEMENT CALLS FOR THE REIMBURSEMENT OF ELIGIBLE INVESTORS WHO SOLD ARS BELOW PAR, REFUNDING OF CERTAIN LOAN EXPENSES INCURRED BY ELIGIBLE INVESTORS, SPECIAL ARBITRATION PROCEEDINGS CONCERNING CONSEQUENTIAL DAMAGES WITH RESPECT TO ARS, REFUNDING CERTAIN REFINANCING FEES INCURRED BY MUNICIPAL ISSUERS OF ARS AND A CIVIL PENALTY.","09/02/2009","Y","","N/A","","Other","AUCTION RATE SECURITIES","THE INVESTIGATION CONCERNED ALLEGED MISREPRESENTATIONS AND OMISSIONS IN CONNECTION WITH THE MARKETING, SALE AND DISTRIBUTION OF AUCTION RATE SECURITIES.","Final","","Consent","09/02/2009","Y","","Y",664429,"","","","Y","Y","","IN ADDITION TO THE AGREEMENT TO REPURCHASE CERTAIN AUCTION RATE SECURITIES (""ARS"") SOLD TO ELIGIBLE INVESTORS PRIOR TO FEBRUARY 13, 2008, THE SETTLEMENT CALLS FOR THE REIMBURSEMENT OF ELIGIBLE INVESTORS WHO SOLD ARS BELOW PAR, REFUNDING OF CERTAIN LOAN EXPENSES INCURRED BY ELIGIBLE INVESTORS, SPECIAL ARBITRATION PROCEEDINGS CONCERNING CONSEQUENTIAL DAMAGES WITH RESPECT TO ARS, REFUNDING CERTAIN REFINANCING FEES INCURRED BY MUNICIPAL ISSUERS OF ARS AND A CIVIL PENALTY.","THE FINE WAS PAID ON SEPTEMBER 11, 2009. THE FINE REPRESENTS THE MICHIGAN STATE PORTION OF A TOTAL FINE OF $25 MILLION NEGOTIATED WITH THE NYAG AND THE STATE OF FLORIDA OFFICE OF FINANCIAL REGULATION ON BEHALF OF THE NASAA TASK FORCE. THE REMAINING AMOUNT WILL BE PAID SEPARATELY TO OTHER STATES. ALSO PAID WAS $15,000 TO NASAA AS REIMBURSEMENT FOR INVESTIGATIVE COSTS INCURRED BY NASAA.","THE ACTION RELATED TO ALLEGATIONS WITH RESPECT TO MISREPRESENTATIONS AND OMISSIONS IN CONNECTION WITH THE MARKETING, SALE AND DISTRIBUTION OF AUCTION RATE SECURITIES. AS DESCRIBED HEREIN, THE PRINICPAL TERMS OF THE SETTLEMENT WERE NEGOTIATED WITH THE NYAG AND THE STATE OF FLORIDA OFFICE OF FINANCIAL REGULATION ON BEHALF OF THE NASAA TASK FORCE THAT CONTEMPLATES SEPARATE SIMILAR AGREEMENTS WITH OTHER STATES."
1028844,"AMENDED","","","","","","","Y","","","","","","","","","","Affiliates",1019370,"","","","","N","State","SOUTH DAKOTA DIVISION OF SECURITIES","Restitution","IN ADDITION TO THE AGREEMENT TO REPURCHASE CERTAIN AUCTION RATE SECURITIES (""ARS"") SOLD TO ELIGIBLE INVESTORS PRIOR TO FEBRUARY 13, 2008, THE SETTLEMENT CALLS FOR THE REIMBURSEMENT OF ELIGIBLE INVESTORS WHO SOLD ARS BELOW PAR, REFUNDING OF CERTAIN LOAN EXPENSES INCURRED BY ELIGIBLE INVESTORS, SPECIAL ARBITRATION PROCEEDINGS CONCERNING CONSEQUENTIAL DAMAGES WITH RESPECT TO ARS, REFUNDING CERTAIN REFINANCING FEES INCURRED BY MUNICIPAL ISSUERS OF ARS AND A CIVIL PENALTY.","07/28/2009","Y","","N/A","","Other","AUCTION RATE SECURITIES","THE INVESTIGATION CONCERNED ALLEGED MISREPRESENTATIONS AND OMISSIONS IN CONNECTION WITH THE MARKETING, SALE AND DISTRIBUTION OF AUCTION RATE SECURITIES.","Final","","Consent","07/28/2009","Y","","Y",50542,"","","","Y","Y","","IN ADDITION TO THE AGREEMENT TO REPURCHASE CERTAIN AUCTION RATE SECURITIES (""ARS"") SOLD TO ELIGIBLE INVESTORS PRIOR TO FEBRUARY 13, 2008, THE SETTLEMENT CALLS FOR THE REIMBURSEMENT OF ELIGIBLE INVESTORS WHO SOLD ARS BELOW PAR, REFUNDING OF CERTAIN LOAN EXPENSES INCURRED BY ELIGIBLE INVESTORS, SPECIAL ARBITRATION PROCEEDINGS CONCERNING CONSEQUENTIAL DAMAGES WITH RESPECT TO ARS, REFUNDING CERTAIN REFINANCING FEES INCURRED BY MUNICIPAL ISSUERS OF ARS AND A CIVIL PENALTY.","THE FINE WAS PAID ON AUGUST 3, 2009. THE FINE REPRESENTS THE SOUTH DAKOTA PORTION OF A TOTAL FINE OF $25 MILLION NEGOTIATED WITH THE NYAG AND THE STATE OF FLORIDA OFFICE OF FINANCIAL REGULATION ON BEHALF OF THE NASAA TASK FORCE. THE REMAINING AMOUNT WILL BE PAID SEPARATELY TO OTHER STATES. ALSO PAID WAS $15,000 TO NASAA AS REIMBURSEMENT FOR INVESTIGATIVE COSTS INCURRED BY NASAA.","THE ACTION RELATED TO ALLEGATIONS WITH RESPECT TO MISREPRESENTATIONS AND OMISSIONS IN CONNECTION WITH THE MARKETING, SALE AND DISTRIBUTION OF AUCTION RATE SECURITIES. AS DESCRIBED HEREIN, THE PRINICPAL TERMS OF THE SETTLEMENT WERE NEGOTIATED WITH THE NYAG AND THE STATE OF FLORIDA OFFICE OF FINANCIAL REGULATION ON BEHALF OF THE NASAA TASK FORCE THAT CONTEMPLATES SEPARATE SIMILAR AGREEMENTS WITH OTHER STATES."
1028844,"AMENDED","","","","","","","Y","","","","","","","","","","Affiliates",1019371,"","","","","N","State","NORTH DAKOTA SECURITIES DEPARTMENT","Restitution","IN ADDITION TO THE AGREEMENT TO REPURCHASE CERTAIN AUCTION RATE SECURITIES (""ARS"") SOLD TO ELIGIBLE INVESTORS PRIOR TO FEBRUARY 13, 2008, THE SETTLEMENT CALLS FOR THE REIMBURSEMENT OF ELIGIBLE INVESTORS WHO SOLD ARS BELOW PAR, REFUNDING OF CERTAIN LOAN EXPENSES INCURRED BY ELIGIBLE INVESTORS, SPECIAL ARBITRATION PROCEEDINGS CONCERNING CONSEQUENTIAL DAMAGES WITH RESPECT TO ARS, REFUNDING CERTAIN REFINANCING FEES INCURRED BY MUNICIPAL ISSUERS OF ARS AND A CIVIL PENALTY.","08/17/2009","Y","","N/A","","Other","AUCTION RATE SECURITIES","THE INVESTIGATION CONCERNED ALLEGED MISREPRESENTATIONS AND OMISSIONS IN CONNECTION WITH THE MARKETING, SALE AND DISTRIBUTION OF AUCTION RATE SECURITIES.","Final","","Consent","08/17/2009","Y","","Y",50159,"","","","Y","Y","","IN ADDITION TO THE AGREEMENT TO REPURCHASE CERTAIN AUCTION RATE SECURITIES (""ARS"") SOLD TO ELIGIBLE INVESTORS PRIOR TO FEBRUARY 13, 2008, THE SETTLEMENT CALLS FOR THE REIMBURSEMENT OF ELIGIBLE INVESTORS WHO SOLD ARS BELOW PAR, REFUNDING OF CERTAIN LOAN EXPENSES INCURRED BY ELIGIBLE INVESTORS, SPECIAL ARBITRATION PROCEEDINGS CONCERNING CONSEQUENTIAL DAMAGES WITH RESPECT TO ARS, REFUNDING CERTAIN REFINANCING FEES INCURRED BY MUNICIPAL ISSUERS OF ARS AND A CIVIL PENALTY.","THE FINE WAS PAID ON AUGUST 20, 2009. THE FINE REPRESENTS THE NORTH DAKOTA PORTION OF A TOTAL FINE OF $25 MILLION NEGOTIATED WITH THE NYAG AND THE STATE OF FLORIDA OFFICE OF FINANCIAL REGULATION ON BEHALF OF THE NASAA TASK FORCE. THE REMAINING AMOUNT WILL BE PAID SEPARATELY TO OTHER STATES. ALSO PAID WAS $15,000 TO NASAA AS REIMBURSEMENT FOR INVESTIGATIVE COSTS INCURRED BY NASAA.","THE ACTION RELATED TO ALLEGATIONS WITH RESPECT TO MISREPRESENTATIONS AND OMISSIONS IN CONNECTION WITH THE MARKETING, SALE AND DISTRIBUTION OF AUCTION RATE SECURITIES. AS DESCRIBED HEREIN, THE PRINICPAL TERMS OF THE SETTLEMENT WERE NEGOTIATED WITH THE NYAG AND THE STATE OF FLORIDA OFFICE OF FINANCIAL REGULATION ON BEHALF OF THE NASAA TASK FORCE THAT CONTEMPLATES SEPARATE SIMILAR AGREEMENTS WITH OTHER STATES."
1028844,"AMENDED","","","","","","","Y","","","","","","","","","","Affiliates",1019372,"","","","","N","State","STATE OF CONNECTICUT DEPARTMENT OF BANKING","Restitution","IN ADDITION TO THE AGREEMENT TO REPURCHASE CERTAIN AUCTION RATE SECURITIES (""ARS"") SOLD TO ELIGIBLE INVESTORS PRIOR TO FEBRUARY 13, 2008, THE SETTLEMENT CALLS FOR THE REIMBURSEMENT OF ELIGIBLE INVESTORS WHO SOLD ARS BELOW PAR, REFUNDING OF CERTAIN LOAN EXPENSES INCURRED BY ELIGIBLE INVESTORS, SPECIAL ARBITRATION PROCEEDINGS CONCERNING CONSEQUENTIAL DAMAGES WITH RESPECT TO ARS, REFUNDING CERTAIN REFINANCING FEES INCURRED BY MUNICIPAL ISSUERS OF ARS AND A CIVIL PENALTY.","08/02/2010","Y","","CO-10-7784-S","","Other","AUCTION RATE SECURITIES","THE INVESTIGATION CONCERNED ALLEGED MISREPRESENTATIONS AND OMISSIONS IN CONNECTION WITH THE MARKETING, SALE AND DISTRIBUTION OF AUCTION RATE SECURITIES.","Final","","Consent","08/02/2010","Y","","Y",543445,"","","","Y","Y","","IN ADDITION TO THE AGREEMENT TO REPURCHASE CERTAIN AUCTION RATE SECURITIES (""ARS"") SOLD TO ELIGIBLE INVESTORS PRIOR TO FEBRUARY 13, 2008, THE SETTLEMENT CALLS FOR THE REIMBURSEMENT OF ELIGIBLE INVESTORS WHO SOLD ARS BELOW PAR, REFUNDING OF CERTAIN LOAN EXPENSES INCURRED BY ELIGIBLE INVESTORS, SPECIAL ARBITRATION PROCEEDINGS CONCERNING CONSEQUENTIAL DAMAGES WITH RESPECT TO ARS, REFUNDING CERTAIN REFINANCING FEES INCURRED BY MUNICIPAL ISSUERS OF ARS AND A CIVIL PENALTY.","THE FINE WAS PAID ON AUGUST 5, 2010. THE FINE REPRESENTS THE CONNECTICUT PORTION OF A TOTAL FINE OF $25 MILLION NEGOTIATED WITH THE NYAG AND THE STATE OF FLORIDA OFFICE OF FINANCIAL REGULATION ON BEHALF OF THE NASAA TASK FORCE. THE REMAINING AMOUNT WILL BE PAID SEPARATELY TO OTHER STATES. ALSO PAID WAS $15,000 TO NASAA AS REIMBURSEMENT FOR INVESTIGATIVE COSTS INCURRED BY NASAA.","THE ACTION RELATED TO ALLEGATIONS WITH RESPECT TO MISREPRESENTATIONS AND OMISSIONS IN CONNECTION WITH THE MARKETING, SALE AND DISTRIBUTION OF AUCTION RATE SECURITIES. AS DESCRIBED HEREIN, THE PRINICPAL TERMS OF THE SETTLEMENT WERE NEGOTIATED WITH THE NYAG AND THE STATE OF FLORIDA OFFICE OF FINANCIAL REGULATION ON BEHALF OF THE NASAA TASK FORCE THAT CONTEMPLATES SEPARATE SIMILAR AGREEMENTS WITH OTHER STATES."
1028844,"AMENDED","","","","","","","Y","","","","","","","","","","Affiliates",1019373,"","","","","N","State","THE UNITED STATES VIRGIN ISLANDS OFFICE OF THE LIEUTENANT GOVERNOR, DIVISION OF BANKING AND INSURANCE","Other","MONETARY FINE","08/06/2010","Y","","NO. 10-10","","Other","AUCTION RATE SECURITIES","THE INVESTIGATION CONCERNED ALLEGED MISREPRESENTATIONS AND OMISSIONS IN CONNECTION WITH THE MARKETING, SALE AND DISTRIBUTION OF AUCTION RATE SECURITIES.","Final","","Consent","08/06/2010","Y","","Y",50000,"","","","","","","","THE FINE WAS PAID ON AUGUST 16, 2010. THE FINE REPRESENTS THE UNITED STATES VIRGIN ISLANDS PORTION OF A TOTAL FINE OF $25 MILLION NEGOTIATED WITH THE NYAG AND THE STATE OF FLORIDA OFFICE OF FINANCIAL REGULATION ON BEHALF OF THE NASAA TASK FORCE. THE REMAINING AMOUNT WILL BE PAID SEPARATELY TO OTHER STATES. ALSO PAID WAS $15,000 TO NASAA AS REIMBURSEMENT FOR INVESTIGATIVE COSTS INCURRED BY NASAA.","THE ACTION RELATED TO ALLEGATIONS WITH RESPECT TO MISREPRESENTATIONS AND OMISSIONS IN CONNECTION WITH THE MARKETING, SALE AND DISTRIBUTION OF AUCTION RATE SECURITIES. AS DESCRIBED HEREIN, THE PRINICPAL TERMS OF THE SETTLEMENT WERE NEGOTIATED WITH THE NYAG AND THE STATE OF FLORIDA OFFICE OF FINANCIAL REGULATION ON BEHALF OF THE NASAA TASK FORCE THAT CONTEMPLATES SEPARATE SIMILAR AGREEMENTS WITH OTHER STATES."
1028844,"AMENDED","","","","","","","Y","","","","","","","","","","Affiliates",1019374,"","","","","N","State","STATE OF DELAWARE SECURITIES COMMISSION","Restitution","NO ALLOWED CLIPBOARD FORMATS COULD HAVE BEEN PASTED.","10/07/2009","Y","","09-7-2","","Other","AUCTION RATE SECURITIES","THE INVESTIGATION CONCERNED ALLEGED MISREPRESENTATIONS AND OMISSIONS IN CONNECTION WITH THE MARKETING, SALE AND DISTRIBUTION OF AUCTION RATE SECURITIES.","Final","","Consent","10/07/2009","Y","","Y",339931,"","","","Y","Y","","OTHER SANCTIONS ORDERED: IN ADDITION TO THE AGREEMENT TO REPURCHASE CERTAIN AUCTION RATE SECURITIES (""ARS"") SOLD TO ELIGIBLE INVESTORS PRIOR TO FEBRUARY 13, 2008, THE SETTLEMENT CALLS FOR THE REIMBURSEMENT OF ELIGIBLE INVESTORS WHO SOLD ARS BELOW PAR, REFUNDING OF CERTAIN LOAN EXPENSES INCURRED BY ELIGIBLE INVESTORS, SPECIAL ARBITRATION PROCEEDINGS CONCERNING CONSEQUENTIAL DAMAGES WITH RESPECT TO ARS, REFUNDING CERTAIN REFINANCING FEES INCURRED BY MUNICIPAL ISSUERS OF ARS AND A CIVIL PENALTY.","THE FINE WAS PAID ON OCTOBER 15, 2010. THE FINE REPRESENTS THE DELAWARE PORTION OF A TOTAL FINE OF $25 MILLION NEGOTIATED WITH THE NYAG AND THE STATE OF FLORIDA OFFICE OF FINANCIAL REGULATION ON BEHALF OF THE NASAA TASK FORCE. THE REMAINING AMOUNT WILL BE PAID SEPARATELY TO OTHER STATES. ALSO PAID WAS $15,000 TO NASAA AS REIM","THE ACTION RELATED TO ALLEGATIONS WITH RESPECT TO MISREPRESENTATIONS AND OMISSIONS IN CONNECTION WITH THE MARKETING, SALE AND DISTRIBUTION OF AUCTION RATE SECURITIES. AS DESCRIBED HEREIN, THE PRINICPAL TERMS OF THE SETTLEMENT WERE NEGOTIATED WITH THE NYAG AND THE STATE OF FLORIDA OFFICE OF FINANCIAL REGULATION ON BEHALF OF THE NASAA TASK FORCE THAT CONTEMPLATES SEPARATE SIMILAR AGREEMENTS WITH OTHER STATES."
