"FilingID","Primary Business","Business Name"
"632842","AS A PUERTO RICO NON-PROFIT CORPORATION, OUR PRIMARY BUSINESS IS TO PROMOTE ENTREPRENEURSHIP IN PUERTO RICO BY SPONSORING, AMONG OTHER ACTIVITIES, NETWORKING AND EDUCATIONAL PROGRAMS FOR PUERTO RICO ENTREPRENEURS.","PUERTO RICO VENTURE FUND, THE GUAYACAN CENTER FOR ENTREPRENEURSHIP AND PRIVATE EQUITY, AND ENTERPRIZE BUSINESS PLAN COMPETITION"
"627091","RIO BRAVO INVESTIMENTOS DTVM LTDA.'S PRIMARY BUSINESSES ARE (I) PLACEMENT AND UNDERWRITING OF SECURITIES, AND (II) ADMINISTRATION OF REAL ESTATE FUNDS.",""
"636261","PRIVATE EQUITY ADVISOR",""
"635913","SENIOR MORTGAGE LENDING FOR COMMERCIAL REAL ESTATE.",""
"634239","BLOODHOUND CAPITAL, LLC IS THE MANAGING PARTNER MANAGING BLOODHOUND CAPITAL LONG-SHORT EQUITY FUND. BLOODHOUND CAPITAL LONG-SHORT EQUITY FUND IS AN INVESTMENT FUND OPEN ONLY TO ACCREDITED INVESTORS.",""
"636761","GROWTH EQUITY FUND MANAGERS","MERCATO PARTNERS, LP MERCATO PARTNERS QP, LP MERCATO PARTNERS GROWTH FUND II, LP MERCATO PARTNERS GROWTH FUND AI II, LP"
"627419","GOLDEN SEEDS LLC MANAGES A MEMBERSHIP ORGANIZATION OF EARLY STAGE PRIVATE EQUITY INVESTORS (ANGEL INVESTORS).","GOLDEN SEEDS LLC"
"635582","GOLDEN SEEDS LLC MANAGES A MEMBERSHIP ORGANIZATION OF EARLY STAGE PRIVATE EQUITY INVESTORS (ANGEL INVESTORS)",""
"632697","MUTUAL CAPITAL PARTNERS FUNDS ARE GROWTH-STAGE VENTURE FUNDS INVESTING IN POST-REVENUE, LIQUIDITY-CHALLENGED BUSINESSES GENERALLY LOCATED IN THE MIDWEST.",""
"637757","PRIVATE EQUITY ADVISORS",""
"638540","ABERDEEN GLOBAL SERVICES SA (AGS) PRIMARY BUSINESS IS COLLECTIVE PORTFOLIO MANAGEMENT OF UCITS FUNDS: THIS INCLUDES UCITS MARKETING AND DISTRIBUTION AND TRANSFER AGENCY SERVICES.",""
"635617","THE PRIMARY BUSINESS OF XANTHOS ASSET MANAGEMENT LTD IS THE PROVISION OF INVESTMENT MANAGEMENT SERVICES TO COLLECTIVE INVESTMENT SCHEMES.","N/A"
"638202","PRACTICE OF LAW","KOEHLER NEAL LLC"
"641170","ABERDEEN GLOBAL SERVICES SA (AGS) PRIMARY BUSINESS IS COLLECTIVE PORTFOLIO MANAGEMENT OF UCITS FUNDS: THIS INCLUDES UCITS MARKETING AND DISTRIBUTION AND TRANSFER AGENCY SERVICES.",""
"632558","MANAGEMENT OF PRIVATE EQUITY FUNDS.",""
"638424","TECHNOLOGY BROKERAGE AND OPEN INNOVATION SERVICES PROVIDER",""
"646816","MUTUAL CAPITAL PARTNERS FUNDS ARE GROWTH-STAGE VENTURE FUNDS INVESTING IN POST-REVENUE, LIQUIDITY-CHALLENGED BUSINESSES GENERALLY LOCATED IN THE MIDWEST.",""
"645560","MANAGER OF IRELAND COLLECTIVE INVESTMENT SCHEMES (SPONSOR OF POOLED INVESTMENT VEHICLES)",""
"653787","MANAGER OF IRELAND COLLECTIVE INVESTMENT SCHEMES (SPONSOR OF POOLED INVESTMENT VEHICLES)",""
"653172","REAL ESTATE FUND AND INVESTMENT MANAGEMENT",""
"659599","ABERDEEN GLOBAL SERVICES SA (AGS) PRIMARY BUSINESS IS COLLECTIVE PORTFOLIO MANAGEMENT OF UCITS FUNDS: THIS INCLUDES UCITS MARKETING AND DISTRIBUTION AND TRANSFER AGENCY SERVICES.",""
"662393","PLACEMENT AGENT",""
"662114","MANAGEMENT OF PRIVATE EQUITY FUND AND PORTFOLIO COMPANIES",""
"638485","TO ACT AS GENERAL PARTNER TO CATALYST SAMSARA INDIA OPPORTUNITY FUND I LP",""
"663003","PROVISION OF TECHNICAL SERVICES",""
"661378","REGULATORY HOSTED SERVICES",""
"668622","REAL ESTATE FUND AND INVESTMENT MANAGEMENT",""
"670584","TECHNOLOGY BROKERAGE AND OPEN INNOVATION SERVICES PROVIDER",""
"668111","PRANA REAL ESTATE FINANCE LLC SERVES AS THE MANAGER OF CITY FINANCE COMPANY LLC, WHICH ENGAGES PRIMARILY IN PROVIDING FINANCING IN THE FORM OF LOANS TO REAL ESTATE FUNDS THAT ARE OPERATED BY ITS RELATED PERSONS.",""
"677117","MANAGER VENTURE CAPITAL FUND",""
"681297","PLACEMENT AGENT",""
"687113","RESEARCH SERVICES.",""
"685674","FINANCIAL CONSULTING TO TROUBLED COMPANIES, BANKRUPTCY MATTERS, LITIGATION SUPPORT AND FORENSIC INVESTIGATIONS.","CAPSTONE ADVISORY GROUP, LLC"
"684708","ABERDEEN GLOBAL SERVICES SA (AGS) PRIMARY BUSINESS IS COLLECTIVE PORTFOLIO MANAGEMENT OF UCITS FUNDS: THIS INCLUDES UCITS MARKETING AND DISTRIBUTION AND TRANSFER AGENCY SERVICES.",""
"683659","TECHNOLOGY BROKERAGE AND OPEN INNOVATION SERVICES PROVIDER",""
"696862","CONTEXT CAPITAL PARTNERS IS A PRIVATELY-HELD BUSINESS THAT PRIMARILY INVESTS ITS PARTNERS' CAPITAL IN OTHER PRIVATE COMPANIES, REAL ESTATE ASSETS OR OTHER ALTERNATIVE ASSET CLASSES INCLUDING PRIVATE EQUITY AND HEDGE FUNDS.",""
"696633","WE PURCHASE AND MANAGE FOR INVESTMENT, TAX LIEN CERTIFICATES.",""
"696677","BLOODHOUND CAPITAL, LLC IS THE MANAGING PARTNER MANAGING BLOODHOUND CAPITAL LONG-SHORT EQUITY FUND. BLOODHOUND CAPITAL LONG-SHORT EQUITY FUND IS AN INVESTMENT FUND OPEN ONLY TO ACCREDITED INVESTORS.",""
"693033","THE FIRM INVESTS INTO DYNAMIC, GROWTH COMPANIES IN THE UK LOWER-TO-MID MARKET IN COMPANIES VALUED FROM £10M TO £75M IN A VARIETY OF SITUATIONS INCLUDING, INTER ALIA, MINORITY INVESTMENTS, MANAGEMENT BUYOUTS / BUY-INS, DEVELOPMENT AND REPLACEMENT CAPITAL.",""
"701495","THE FIRM INVESTS INTO DYNAMIC, GROWTH COMPANIES IN THE UK LOWER-TO-MID MARKET IN COMPANIES VALUED FROM £10M TO £75M IN A VARIETY OF SITUATIONS INCLUDING, INTER ALIA, MINORITY INVESTMENTS, MANAGEMENT BUYOUTS / BUY-INS, DEVELOPMENT AND REPLACEMENT CAPITAL.",""
"701073","STELAC CAPITAL PARTNERS IS A PRIVATE EQUITY INVESTMENT FIRM FOCUSED PRIMARILY ON SMALL COMPANIES IN THE UNITED STATES. WE PROVIDE GROWTH CAPITAL TO SMALL BUSINESSES. OVER 98% OF OUR ASSETS COME FROM OUTSIDE OF THE UNITED STATES.",""
"698220","MANAGEMENT OF PRIVATE EQUITY FUNDS",""
"691282","PORTFOLIO MANAGER AND REGISTERED REPRESENTATIVE OF NEUBERGER BERMAN LLC",""
"697917","MUTUAL CAPITAL PARTNERS FUNDS ARE GROWTH-STAGE VENTURE FUNDS INVESTING IN POST-REVENUE, LIQUIDITY-CHALLENGED BUSINESSES GENERALLY LOCATED IN THE MIDWEST.",""
"687434","INVESTMENT IN LOW INCOME HOUSING PROJECTS.",""
"690903","MANAGER OF IRELAND COLLECTIVE INVESTMENT SCHEMES (SPONSOR OF POOLED INVESTMENT VEHICLES)",""
"716149","MANAGEMENT AND ADMINISTRATIVE SERVICES TO PRIVATE FUNDS THAT PROVIDE DEBT FINANCING TO VENTURE BACKED COMPANIES.",""
"717442","PRIVATE EQUITY ADVISORS",""
"719509","PROVIDE MANAGEMENT AND OTHER SERVICES TO THE FUNDS",""
"715854","PRIVATE EQUITY ADVISORY",""
"714355","AULDBRASS PARTNERS, LP PROVIDES PORTFOLIO MONITORING SERVICES. SUCH SERVICES ARE ADMINISTRATIVE AND INCLUDE ATTENDING MEETINGS AND CATEGORIZING INFORMATION WITH RESPECT TO INVESTMENTS IN THE CLIENT'S PORTFOLIO.",""
"705037","TO ACT AS GENERAL PARTNER TO CATALYST SAMSARA INDIA OPPORTUNITY FUND I LP",""
"723198","SENIOR MORTGAGE LENDING FOR COMMERCIAL REAL ESTATE.",""
"720663","PRIVATE EQUITY ADVISOR",""
"709214","GOLDEN SEEDS LLC MANAGES A MEMBERSHIP ORGANIZATION OR EARLY STAGE PRIVATE EQUITY INVESTORS (ANGEL INVESTORS).","GOLDEN SEEDS LLC"
"709157","GOLDEN SEEDS LLC MANAGES A MEMBERSHIP ORGANIZATION OF EARLY STAGE PRIVATE EQUITY INVESTORS (ANGEL INVESTORS).",""
"719738","RIO BRAVO INVESTIMENTOS DTVM LTDA.'S PRIMARY BUSINESSES ARE (I) PLACEMENT AND UNDERWRITING OF SECURITIES, AND (II) ADMINISTRATION OF REAL ESTATE FUNDS.",""
"719641","SERVICING COMMERCIAL REAL ESTATE LOANS  LICENSED MORTGAGE LENDER LICENSED LOAN SERVICER","DCR LOAN SERVICING, LLC"
"713747","MAP FOCUSES PRIMARILY ON THE ACQUISITION AND MANAGEMENT OF NATURAL GAS ROYALTY INTERESTS IN THE ONSHORE UNITED STATES, AS WELL AS RENEWABLE ENERGY ROYALTY INTERESTS PRIMARILY ASSOCIATED WITH US WIND POWER PROJECTS.",""
"709406","TO PROVIDE NON-INVESTMENT ADVISORY TYPE CONSULTING SERVICES TO VARIOUS PRIVATE COMPANIES.",""
"723046","GENERAL PARTNER TO A VENTURE CAPITAL FUND",""
"717147","PRANA REAL ESTATE FINANCE LLC SERVES AS THE MANAGER OF CITY FINANCE COMPANY LLC AND CITY FINANCE COMPANY II LLC, WHICH ENGAGE PRIMARILY IN PROVIDING FINANCING IN THE FORM OF LOANS TO REAL ESTATE FUNDS THAT ARE OPERATED BY ITS RELATED PERSONS.",""
"726199","PRACTICE OF LAW","KOEHLER NEAL LLC"
"724537","FINANCIAL CONSULTING TO TROUBLED COMPANIES, BANKRUPTCY MATTERS, LITIGATION SUPPORT AND FORENSIC INVESTIGATIONS.","CAPSTONE ADVISORY GROUP, LLC"
"717479","PROVISION OF DIRECTORS, STRATEGIC PLANNING SERVICES AND CONSULTING SERVICES RELATING TO CAPITAL EXPENDITURE, FINANCINGS AND REFINANCINGS.",""
"722477","VENTURE CAPITAL INVESTING",""
"723633","BANKERS SOUTH LENDING & FINANCE, A LICENSED MORTGAGE LENDER AND BROKER, ORIGINATES LOANS, SERVICES LOANS, PROVIDES UNDERWRITING AND DUE DILIGENCE SERVICES FOR THE FUNDS ASSETS.",""
"712862","SERVICE PROVIDER",""
"728470","MAP FOCUSES PRIMARILY ON THE ACQUISITION AND MANAGEMENT OF NATURAL GAS ROYALTY INTERESTS IN THE ONSHORE UNITED STATES, AS WELL AS RENEWABLE ENERGY ROYALTY INTERESTS PRIMARILY ASSOCIATED WITH US WIND POWER PROJECTS.",""
"728286","FUND MANAGER AND INVESTMENT MANAGER TO PRIVATE INVESTMENT FUNDS, INCLUDING HEDGE FUNDS AND MULTI-STRATEGY INVESTMENT FUNDS.",""
"704339","REINSURANCE MANAGEMENT SERVICES.",""
"728513","MAP FOCUSES PRIMARILY ON THE ACQUISITION AND MANAGEMENT OF NATURAL GAS ROYALTY INTERESTS IN THE ONSHORE UNITED STATES, AS WELL AS RENEWABLE ENERGY ROYALTY INTERESTS PRIMARILY ASSOCIATED WITH US WIND POWER PROJECTS.",""
"735535","MANAGEMENT OF VENTURE CAPITAL FUNDS.",""
"735377","PROVIDE SUPPORT SERVICES TO TECHNOLOGY COMPANIES IN WHICH THE PRIVATE FUND INVESTS.",""
"740977","MAP FOCUSES PRIMARILY ON THE ACQUISITION AND MANAGEMENT OF NATURAL GAS ROYALTY INTERESTS IN THE ONSHORE UNITED STATES, AS WELL AS RENEWABLE ENERGY ROYALTY INTERESTS PRIMARILY ASSOCIATED WITH US WIND POWER PROJECTS.",""
"743536","GENERAL PARTNER OF A PRIVATE EQUITY FUND.",""
"742798","MANAGEMENT OF 2 FUNDS FOR NON US INVESTORS, FUNDS ARE REGISTERED IN CAYMAN ISLANDS",""
"743236","MANAGEMENT SERVICES PROVIDED TO STEEL PARTNERS HOLDINGS L.P.",""
"731783","SERVE AS THE GENERAL PARTNER OF PRIVATE EQUITY INVESTMENT FUNDS FORMED IN JAPAN",""
"741424","VENTURE CAPITAL INVESTMENT MANAGER",""
"744877","THE FIRM INVESTS INTO DYNAMIC, GROWTH COMPANIES IN THE UK LOWER-TO-MID MARKET IN COMPANIES VALUED FROM £10M TO £75M IN A VARIETY OF SITUATIONS INCLUDING, INTER ALIA, MINORITY INVESTMENTS, MANAGEMENT BUYOUTS / BUY-INS, DEVELOPMENT AND REPLACEMENT CAPITAL.",""
"745158","CERTIFIED PUBLIC ACCOUNTANT","NICHOLAS KNAPTON, P.S."
"746515","COMMERCIAL PROPERTY OWNERSHIP, MANAGEMENT AND BROKERAGE","GRAMERCY MANAGEMENT, INC, HOUSTON STONEGATE LLC"
"750023","ABERDEEN GLOBAL SERVICES SA (AGS) PRIMARY BUSINESS IS COLLECTIVE PORTFOLIO MANAGEMENT OF UCITS FUNDS: THIS INCLUDES UCITS MARKETING AND DISTRIBUTION AND TRANSFER AGENCY SERVICES.",""
"753767","ABERDEEN GLOBAL SERVICES SA (AGS) PRIMARY BUSINESS IS COLLECTIVE PORTFOLIO MANAGEMENT OF UCITS FUNDS: THIS INCLUDES UCITS MARKETING AND DISTRIBUTION AND TRANSFER AGENCY SERVICES.",""
"756062","CERTIFIED PUBLIC ACCOUNTANT","NICHOLAS KNAPTON, P.S."
"754780","ADVISORY",""
"764180","REAL ESTATE LENDING; FINANCE AND INVESTMENTS; AND THE INTRASTATE SALE (UNDER EXEMPTION) OF LOANS SECURED BY DEEDS OF TRUST",""
"764668","MANAGEMENT OF PRIVATE EQUITY FUNDS",""
"764690","THE PRIMARY BUSINESS ACTIVE IS THE MANAGER OF THE BALANCE SHEET COMPANY, LLC ;   A PRIVATE INVESTMENT COMPANY OR PRIVATE FUND,  RULE 3C7; THE PRIVATE FUND IS IDENTIFIED IN  ITEM 7B(1)","THE BALANCE SHEET COMPANY, LLC"
"762830","SERVE AS THE GENERAL PARTNER OF PRIVATE EQUITY INVESTMENT FUNDS FORMED IN JAPAN",""
"764521","ANGEL INVESTING ON MY OWN BEHALF",""
"768015","BANKERS SOUTH LENDING & FINANCE, A LICENSED MORTGAGE LENDER AND BROKER, ORIGINATES LOANS, SERVICES LOANS, PROVIDES UNDERWRITING AND DUE DILIGENCE SERVICES FOR THE FUNDS ASSETS.",""
"767967","PROVISION OF DIRECTORS, STRATEGIC PLANNING SERVICES AND CONSULTING SERVICES RELATING TO CAPITAL EXPENDITURE, FINANCINGS AND REFINANCINGS.",""
"768630","REAL ESTATE LENDING; FINANCE AND INVESTMENTS; AND THE INTRASTATE SALE (UNDER EXEMPTION) OF LOANS SECURED BY DEEDS OF TRUST",""
"768200","ABERDEEN GLOBAL SERVICES SA (AGS) PRIMARY BUSINESS IS COLLECTIVE PORTFOLIO MANAGEMENT OF UCITS FUNDS: THIS INCLUDES UCITS MARKETING AND DISTRIBUTION AND TRANSFER AGENCY SERVICES.",""
"771671","RESEARCH SERVICES.",""
"773149","THE PRIMARY BUSINESS ACTIVE IS THE MANAGER OF THE BALANCE SHEET COMPANY, LLC ;   A PRIVATE INVESTMENT COMPANY OR PRIVATE FUND,  RULE 3C7; THE PRIVATE FUND IS IDENTIFIED IN  ITEM 7B(1)","THE BALANCE SHEET COMPANY, LLC"
"773022","MAP FOCUSES PRIMARILY ON THE ACQUISITION AND MANAGEMENT OF NATURAL GAS ROYALTY INTERESTS IN THE ONSHORE UNITED STATES, AS WELL AS RENEWABLE ENERGY ROYALTY INTERESTS PRIMARILY ASSOCIATED WITH US WIND POWER PROJECTS.",""
"773542","WE PURCHASE AND MANAGE FOR INVESTMENT, TAX LIEN CERTIFICATES.",""
"762847","SEE THE ""MISCELLANEOUS"" SECTION FOR A DESCRIPTION OF THE PRIMARY BUSINESS ACTIVITIES OF PARETO PROJECT FINANCE AS.",""
"774761","ANGEL INVESTING ON MY OWN BEHALF",""
"778719","ANGEL INVESTING ON MY OWN BEHALF",""
"782300","MANAGER VENTURE CAPITAL FUND",""
"782627","WE PURCHASE AND MANAGE FOR INVESTMENT, TAX LIEN CERTIFICATES. WE ALSO ORIGINATE AND SERVICE PRIVATE FIRST MORTGAGES.","NEW WAVE LOANS RESIDENTIAL, LLC"
"785523","THE PRIMARY BUSINESS ACTIVE IS THE MANAGER OF THE BALANCE SHEET COMPANY, LLC ;   A PRIVATE INVESTMENT COMPANY OR PRIVATE FUND,  RULE 3C7; THE PRIVATE FUND IS IDENTIFIED IN  ITEM 7B(1)","THE BALANCE SHEET COMPANY, LLC"
"788508","MANAGER VENTURE CAPITAL FUND",""
"786991","COMMERCIAL PROPERTY OWNERSHIP, MANAGEMENT AND BROKERAGE","GRAMERCY MANAGEMENT, INC, HOUSTON STONEGATE LLC"
"786446","PORTFOLIO MANAGER AND REGISTERED REPRESENTATIVE OF NEUBERGER BERMAN LLC",""
"794238","MANAGEMENT OF 2 FUNDS FOR NON US INVESTORS, FUNDS ARE REGISTERED IN CAYMAN ISLANDS",""
"792457","ADVISORY",""
"790144","PRIVATE EQUITY ADVISORY",""
"771577","TECHNOLOGY BROKERAGE AND OPEN INNOVATION SERVICES PROVIDER",""
"792027","VENTURE CAPITAL INVESTING",""
"793364","TO PROVIDE NON-INVESTMENT ADVISORY TYPE CONSULTING SERVICES TO VARIOUS PRIVATE COMPANIES.",""
"793656","REAL ESTATE LENDING; FINANCE AND INVESTMENTS; AND THE INTRASTATE SALE (UNDER EXEMPTION) OF LOANS SECURED BY DEEDS OF TRUST",""
"796038","WE ARE A FUND MANAGEMENT COMPANY.",""
"789181","OWNING AND OPERATING SELF-STORAGE FACILITIES.",""
"796174","MANAGE FUNDS THAT MAKE DEBT/EQUITY INVESTMENTS IN GROWTH COMPANIES.",""
"795404","REPORTING AND ADMINISTRATIVE SERVICES",""
"796554","VENTURE CAPITAL INVESTMENTS",""
"797105","STELAC CAPITAL PARTNERS IS A PRIVATE EQUITY INVESTMENT FIRM FOCUSED PRIMARILY ON SMALL COMPANIES IN THE UNITED STATES AND REST OF WORLD. WE PROVIDE GROWTH CAPITAL TO SMALL BUSINESSES. OVER 98% OF OUR ASSETS COME FROM OUTSIDE OF THE UNITED STATES.",""
"796164","MANAGEMENT OF VENTURE CAPITAL FUNDS.",""
"797880","FUND MANAGER AND INVESTMENT MANAGER TO PRIVATE INVESTMENT FUNDS, INCLUDING HEDGE FUNDS AND MULTI-STRATEGY INVESTMENT FUNDS.",""
"793220","MANAGEMENT OF PRIVATE EQUITY FUNDS",""
"804835","FUND MANAGER AND INVESTMENT MANAGER TO PRIVATE INVESTMENT FUNDS, INCLUDING HEDGE FUNDS AND MULTI-STRATEGY INVESTMENT FUNDS.",""
"804102","GENERAL PARTNER TO A VENTURE CAPITAL FIRM.",""
"804463","GENERAL PARTNER TO A VENTURE CAPITAL FUND",""
"805261","SERVICE PROVIDER",""
"803560","PRIVATE EQUITY ADVISORY",""
"803551","PRIVATE EQUITY ADVISOR",""
"803442","PILOT GROUP MANAGER LLC PERFORMS INVESTMENT ADVISORY AND PORTFOLIO MANAGEMENT SERVICES FOR TWO PRIVATE EQUITY FUNDS (PILOT GROUP LP AND PILOT GROUP II LP) PURSUANT TO INVESTMENT MANAGEMENT AGREEMENTS, WITH EACH OF THESE FUNDS.",""
"791183","RIO BRAVO INVESTIMENTOS DTVM LTDA.'S PRIMARY BUSINESSES ARE (I) PLACEMENT AND UNDERWRITING OF SECURITIES, AND (II) ADMINISTRATION OF REAL ESTATE FUNDS.",""
"806474","INVESTMENT IN LOW INCOME HOUSING PROJECTS.",""
"798284","MANAGEMENT OF PRIVATE EQUITY FUNDS.",""
"796991","SEE THE ""MISCELLANEOUS"" SECTION FOR A DESCRIPTION OF THE PRIMARY BUSINESS ACTIVITIES OF PARETO PROJECT FINANCE AS.",""
"809183","PLACEMENT AGENT",""
"796766","PRANA REAL ESTATE FINANCE LLC SERVES AS THE MANAGER OF CITY FINANCE COMPANY LLC AND CITY FINANCE COMPANY II LLC, WHICH ENGAGE PRIMARILY IN PROVIDING FINANCING IN THE FORM OF LOANS TO REAL ESTATE FUNDS THAT ARE OPERATED BY ITS RELATED PERSONS.",""
"802467","MUTUAL CAPITAL PARTNERS FUNDS ARE GROWTH-STAGE VENTURE FUNDS INVESTING IN POST-REVENUE, LIQUIDITY-CHALLENGED BUSINESSES GENERALLY LOCATED IN THE MIDWEST.",""
"803068","PRIVATE EQUITY ADVISORS",""
"787101","REINSURANCE MANAGEMENT SERVICES.",""
"810555","VENTURE CAPITAL MANAGEMENT COMPANY",""
"786821","TO ACT AS GENERAL PARTNER TO CATALYST SAMSARA INDIA OPPORTUNITY FUND I LP",""
"797696","MANAGER OF IRELAND COLLECTIVE INVESTMENT SCHEMES (SPONSOR OF POOLED INVESTMENT VEHICLES)",""
"793235","PROVISION OF DIRECTORS, STRATEGIC PLANNING SERVICES AND CONSULTING SERVICES RELATING TO CAPITAL EXPENDITURE, FINANCINGS AND REFINANCINGS.",""
"812691","FINANCIAL CONSULTING TO TROUBLED COMPANIES, BANKRUPTCY MATTERS, LITIGATION SUPPORT AND FORENSIC INVESTIGATIONS.","CAPSTONE ADVISORY GROUP, LLC"
"810418","GGI HAS DEVELOPED AND EXECUTED A SERIES OF INNOVATIVE PROGRAMS AIMED AT STRENGTHENING THE ENTREPRENEURIAL ECOSYSTEM IN PUERTO RICO. GGI'S ULTIMATE GOAL IS TO LEAD IN BUILDING AN ENTREPRENEURIAL ECOSYSTEM THAT DEVELOPS GLOBAL ENTREPRENEURS AND VENTURES.","ENTERPRIZE EVENTS, INC. & VENTURE FORUM, INC."
"812267","BANKERS SOUTH LENDING & FINANCE, A LICENSED MORTGAGE LENDER AND BROKER, ORIGINATES LOANS, SERVICES LOANS, PROVIDES UNDERWRITING AND DUE DILIGENCE SERVICES FOR THE FUNDS ASSETS.",""
"802553","GOLDEN SEEDS LLC MANAGES A MEMBERSHIP ORGANIZATION OR EARLY STAGE PRIVATE EQUITY INVESTORS (ANGEL INVESTORS).","GOLDEN SEEDS LLC"
"812397","GOLDEN SEEDS LLC MANAGES A MEMBERSHIP ORGANIZATION OF EARLY STAGE PRIVATE EQUITY INVESTORS (ANGEL INVESTORS).",""
"809822","SENIOR MORTGAGE LENDING FOR COMMERCIAL REAL ESTATE.",""
"812945","AULDBRASS PARTNERS, LP PROVIDES PORTFOLIO MONITORING SERVICES. SUCH SERVICES ARE ADMINISTRATIVE AND INCLUDE ATTENDING MEETINGS AND CATEGORIZING INFORMATION WITH RESPECT TO INVESTMENTS IN THE CLIENT'S PORTFOLIO.",""
"795034","PROVIDE MANAGEMENT AND OTHER SERVICES TO THE FUNDS",""
"785412","REAL ESTATE FUND AND INVESTMENT MANAGEMENT",""
"793682","PROVIDE SUPPORT SERVICES TO TECHNOLOGY COMPANIES IN WHICH THE PRIVATE FUND INVESTS.",""
"807815","VENTURE CAPITAL INVESTMENT MANAGER",""
