"FilingID","Other Business Name","AL","AK","AZ","AR","CA","CO","CT","DE","DC","FL","GA","GU","HI","ID","IL","IN","IA","KS","KY","LA","ME","MD","MA","MI","MN","MS","MO","MT","NE","NV","NH","NJ","NM","NY","NC","ND","OH","OK","OR","PA","PR","RI","SC","SD","TN","TX","UT","VT","VI","VA","WA","WV","WI","Other"
1029210,"QNB FINANCIAL SERVICES","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Y","","","","","","","","","","","","","",""
1029210,"RCB FINANCIAL SERVICES","","","","","","","","","","","Y","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
1029210,"S&T FINANCIAL SERVICES","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Y","","","","","","","","","","","","","",""
1029210,"COBLE WEALTH MANAGEMENT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Y","","","","","","","","","","",""
1029210,"HOME FINANCIAL SERVICES","","","","","","","","","","","","","","","","Y","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
1029210,"PBA INVESTMENT SERVICES","Y","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
1029210,"SECURITY FINANCIAL GROUP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Y","","","","","","","",""
1029210,"B.O.M. FINANCIAL SERVICES","","","","","","","","","","","","","","","","","","","","Y","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
1029210,"EDENS INVESTMENT SERVICES","","","","","","","","","","","","","","","Y","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
1029210,"FIRST INVESTMENT SERVICES","","","","","","","","","","","","","","","","Y","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Y","","","","","","","",""
1029210,"PLAZA INVESTMENT SERVICES","","","","","","","","","","","","","","","Y","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
1029210,"SEAWAY FINANCIAL SERVICES","","","","","","","","","","","","","","","","","","","","","","","","Y","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
1029210,"ACCESS INVESTMENT SERVICES","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Y","","","",""
1029210,"ARCHER INVESTMENT SERVICES","","","","","","","","","","","","","","","Y","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
1029210,"SCHERTZ FINANCIAL SERVICES","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Y","","","","","","","",""
1029210,"PREMIER INVESTMENT SERVICES","","","","","","","","","","","","","","","","","","","","","","","","","","","Y","","","","","","","","","","","","","","","","","","","","","","","","","","",""
1029210,"COMMUNITY FINANCIAL PLANNING","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Y","","","","","","","",""
1029210,"MARQUIS INVESTEMENT SERVICES","","","","","","","","","","","","","","","","","","","","Y","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
1029210,"MARTHA'S VINEYARD SECURITIES","","","","","","","","","","","","","","","","","","","","","","","Y","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
1029210,"MONTICELLO WEALTH MANAGEMENT","","","","","","","","","","","","","","","","","","","Y","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
1029210,"RIO INVESTMENT PROFESSIONALS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Y","","","","","","","",""
1029210,"TCB INVESTMENT PROFESSIONALS","","","","","","","","","","","","","","","","","","","","","","","Y","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
1029210,"TNB INVESTMENT PROFESSIONALS","","","","","","","","","","Y","Y","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
1029210,"CUSTOMERS INVESTMENT SERVICES","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Y","","","","","","","","","","","","","",""
1029210,"HCSB INVESTMENT PROFESSIONALS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Y","","","","","","","","","","",""
1029210,"LONE STAR TRUST & INVESTMENTS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Y","","","","","","","",""
1029210,"FIRST BRECKINRIDGE INVESTMENTS","","","","","","","","","","","","","","","","","","","Y","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
1029210,"FIRST INVESTMENT PROFESSIONALS","Y","","","","","","","","","","","","","","","Y","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
1029210,"INDEPENDENCE FINACIAL SERVICES","","","","","","","","","","","","","","","","","","","Y","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
1029210,"EAST BOSTON INVESTMENT SERVICES","","","","","","","","","","","","","","","","","","","","","","","Y","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
1029210,"MUTUAL INVESTMENT PROFESSIONALS","","","","","","","","","","","","","","","","Y","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
1029210,"WHITE EAGLE INVESTMENT SERVICES","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Y","","","","","","","","","","","","","","","",""
1029210,"BRANSON INVESTMENT PROFESSIONALS","","","","","","","","","","","","","","","","","","","","","","","","","","","Y","","","","","","","","","","","","","","","","","","","","","","","","","","",""
1029210,"BRENHAM INVESTMENT PROFESSIONALS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Y","","","","","","","",""
1029210,"FARMERS INVESTMENT PROFESSIONALS","","","","Y","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
1029210,"LIBERTY INVESTMENT PROFESSIONALS","","","","","","","","","","","","","","","Y","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
1029210,"METROPOLITAN INVESTMENT SERVICES","","","","","","","","","","","","","","","Y","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
1029210,"PEOPLES INVESTMENT PROFESSIONALS","","","","","","Y","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
1029210,"WEST MICHIGAN FINANCIAL PARTNERS","","","","","","","","","","","","","","","","","","","","","","","","Y","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
1029210,"AMERICAN INVESTMENT PROFESSIONALS","","","","","","","","","","","","","","","","","","","","Y","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
1029210,"CASHMERE VALLEY WEALTH MANAGEMENT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Y","","",""
1029210,"COMMERCE INVESTMENT PROFESSIONALS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Y","","","","","","","","","","","","","","","",""
1029210,"COMMERCE PROFESSIONALS INVESTMENT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Y","","","","","","","","","","","","","","","",""
1029210,"FRONTIER INVESTMENT PROFESSIONALS","","","","","","","","","","","","","","","","","Y","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
1029210,"HERITAGE INVESTMENT PROFESSIONALS","","","","","","","","","","","Y","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
1029210,"INVESTMENT CENTRE AT EASTERN BANK","","","","","","","","","","","","","","","","","","","","","","","Y","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
1029210,"RELIANCE INVESTMENT PROFESSIONALS","Y","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
1029210,"SOUTHERN INVESTMENT PROFESSIONALS","","","","Y","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Y","","","","","","","","",""
1029210,"BLUEGRASS INVESTMENT PROFESSIONALS","","","","","","","","","","","","","","","","","","","Y","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
1029210,"COMMUNITY INVESTMENT PROFESSIONALS","Y","","","","","","","","","","","","","","","","","","","","","","","","","Y","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
1029210,"EDGARTOWN INVESTMENT PROFESSIONALS","","","","","","","","","","","","","","","","","","","","","","","Y","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
1029210,"LONE STAR INVESTMENT PROFESSIONALS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Y","","","","","","","",""
1029210,"NORTHSTAR INVESTMENT PROFESSIONALS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Y","","","","","","","",""
1029210,"FNBC FIRST INVESTMENT PROFESSIONALS","","","","Y","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
1029210,"MOUNTAIN VALLEY INVESTMENT SERVICES","","","","","","","","","","","Y","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
1029210,"NORTH COMMUNITY INVESTMENT SERVICES","","","","","","","","","","","","","","","Y","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
1029210,"UNITED SOUTHERN INVESTMENT SERVICES","","","","","","","","","","","","","","","","","","","Y","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
1029210,"FIRST COMMERCIAL INVESTMENT SERVICES","","","","","","","","","","","","","","","Y","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
1029210,"FIRST STATE INVESTMENT PROFESSIONALS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Y","","","","","","","",""
1029210,"INVESTMENT SERVICES AT KENTUCKY BANK","","","","","","","","","","","","","","","","","","","Y","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
1029210,"OSWEGO COMMUNITY INVESTMENT SERVICES","","","","","","","","","","","","","","","Y","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
1029210,"CHICAGO COMMUNITY INVESTMENT SERVICES","","","","","","","","","","","","","","","Y","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
1029210,"GREAT PLAINS INVESTMENT PROFESSIONALS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Y","","","","","","","","","","","","","","","",""
1029210,"METROPOLITAN INVESTMENT PROFESSIONALS","","","","Y","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
1029210,"NORTH VALLEY INVESTMENT PROFESSIONALS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Y","","","","","","","","","","","","","","","","",""
1029210,"CITIZENS COMMUNITY INVESTMENT SERVICES","","","","","","","","","","","","","","","Y","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
1029210,"LNB COMMUNITY INVESTMENT PROFESSIONALS","","","","","","","","","","","","","","","","Y","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
1029210,"FIRST ARKANSAS INVESTMENT PROFESSIONALS","","","","Y","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
1029210,"FIRST NATIONAL INVESTMENT PROFESSIONALS","","","","","","","","","","","","","","","","","","Y","","","","","","","","","","","","","","","","","","","","","","","","","","","","Y","","","","","","","",""
1029210,"NORTHWEST COMMUNITY INVESTMENT SERVICES","","","","","","","","","","","","","","","Y","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
1029210,"FIRST CLASS AMERCIAN INVESTMENT SERVICES","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Y","","","","","","","",""
1029210,"HUNTINGDON VALLEY INVESTMENT PROFESSIONALS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Y","","","","","","","","","","","","","",""
1029210,"COMMUNITY BANK OF DUPAGE INVESTMENT SERVICES","","","","","","","","","","","","","","","Y","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
1029210,"WEST TEXAS NATIONAL INVESTMENT PROFESSIONALS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Y","","","","","","","",""
1029210,"FIRST NATIONAL INVESTMENT PROFESSIONALS OF HOPE","","","","","","","","","","","","","","","","","","Y","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
1029215,"C&N WEALTH MANAGEMENT","","","","","Y","","","","","Y","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
1029215,"FUSION CAPITAL MANAGEMENT","","","Y","","Y","Y","","","","Y","Y","","","","","Y","","","","Y","","","Y","Y","","","","","Y","Y","Y","Y","","Y","","","Y","","Y","Y","","","","","","Y","","","","","","","",""
1029215,"FUSION INVESTMENT ADVISORS","","","Y","","Y","Y","","","","Y","Y","","","","","Y","","","","Y","","","Y","Y","","","","","Y","Y","Y","Y","","Y","","","Y","","Y","Y","","","","","","Y","","","","","","","",""
1029239,"GREGORY RICKS & ASSOCIATES","","","","","","","","","","","","","","","","","","","","Y","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
1029242,"GORHAM FINANCIAL SERVICES","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y",""
1029242,"ANDROSCOGGIN FINANCIAL SERVICES","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y",""
1029242,"FIRST FEDERAL WEALTH MANAGEMENT","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y",""
1029243,"INFUSIVE LIMITED","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","UNITED KINGDOM"
1029244,"J.W. COLE ADVISORS, INC.","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","","Y","Y","Y","Y","Y","Y","Y","","Y","Y","Y","Y",""
1029278,"CLARFELD","","","Y","","Y","Y","Y","","","Y","Y","","","","Y","","","","","","","Y","Y","","","","","","","","Y","Y","Y","Y","Y","","","","","Y","","","Y","","","Y","","","","Y","","","",""
1029278,"ESTATE PRESERVATION SERVICES, LLC","","","Y","","Y","Y","Y","","","Y","","","","","","","","","","","","","Y","","","","","","","","","Y","","Y","","","","","","Y","","","","","","","","","","","","","",""
1029297,"MACKENZIE INVESTMENTS","","","","","","","Y","Y","","","","","","","","","","","","","","","Y","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
1029324,"SPARK 401K","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","","Y","Y","Y","Y","Y","Y","Y","","Y","Y","Y","Y",""
1029324,"SHAREBUILDER 401K","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","","Y","Y","Y","Y",""
1029327,"BETTERMENT","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y",""
1029344,"C&N WEALTH MANAGEMENT","","","","","Y","","","","","Y","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
1029344,"FUSION CAPITAL MANAGEMENT","","","Y","","Y","Y","","","","Y","Y","","","","","Y","","","","Y","","","Y","Y","","","","","Y","Y","Y","Y","","Y","","","Y","","Y","Y","","","","","","Y","","","","","","","",""
1029344,"FUSION INVESTMENT ADVISORS","","","Y","","Y","Y","","","","Y","Y","","","","","Y","","","","Y","","","Y","Y","","","","","Y","Y","Y","Y","","Y","","","Y","","Y","Y","","","","","","Y","","","","","","","",""
1029347,"LIFEWISE","","","","","","","","","","","","","","","","","","","","","","","","","Y","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
1029348,"TOMCAT MANAGEMENT, L.P. (""RELYING ADVISER"")","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Y","","","","","","","",""
1029362,"THE NEWPORT GROUP","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","","","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y",""
1029362,"NEWPORT GROUP, INC.","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y",""
1029362,"NEWPORT SECURITIES INSURANCE AGENCY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Y","","","","","","",""
1029362,"NEWPORT SECURITIES INSURANCE SERVICES","","","","","Y","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
1029374,"OWRS","","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","","Y","","Y","Y","Y","","Y","Y","Y","Y","Y","Y","Y","","Y","Y","Y","Y","Y","Y","","Y","Y","","Y","Y","Y","Y","","Y","Y","","Y","Y","Y","","","Y","Y","Y","",""
1029374,"JACKSON KENNEDY","","","Y","Y","Y","Y","Y","Y","Y","Y","Y","","Y","","Y","Y","Y","","Y","Y","Y","Y","Y","Y","Y","","Y","Y","Y","Y","Y","Y","","Y","Y","","Y","Y","Y","Y","","Y","Y","","Y","Y","Y","","","Y","Y","Y","",""
1029374,"CORECAP ADVISORS","","","Y","","Y","Y","Y","Y","","Y","Y","","","","Y","Y","Y","","Y","Y","","Y","Y","Y","Y","","Y","","","Y","Y","Y","","Y","Y","","Y","Y","Y","Y","","","Y","","Y","Y","Y","","","Y","","","",""
1029374,"ROMAIN FINANCIAL","","","Y","Y","Y","Y","Y","Y","Y","Y","Y","","Y","","Y","Y","Y","","Y","Y","Y","Y","Y","Y","Y","","Y","Y","Y","Y","Y","Y","","Y","Y","","Y","Y","Y","Y","","Y","Y","","Y","Y","Y","","","Y","Y","Y","",""
1029374,"SIMASKO FINANCIAL","","","Y","Y","Y","Y","Y","Y","Y","Y","Y","","Y","","Y","Y","Y","","Y","Y","Y","Y","Y","Y","Y","","Y","Y","Y","Y","Y","Y","","Y","Y","","Y","Y","","Y","","Y","Y","","Y","Y","Y","","","Y","Y","Y","",""
1029374,"SIS FINANCIAL GROUP","","","Y","Y","Y","Y","Y","Y","Y","Y","Y","","Y","","Y","Y","Y","","Y","Y","Y","Y","Y","Y","Y","","Y","Y","Y","Y","Y","Y","","Y","Y","","Y","Y","Y","Y","","Y","Y","","Y","Y","Y","","","Y","Y","Y","",""
1029374,"CORE CAPITAL ADVISORS","","","Y","","Y","Y","Y","Y","","Y","Y","","","","Y","Y","Y","","","Y","","Y","Y","Y","Y","","","","","Y","Y","Y","","Y","Y","","Y","Y","Y","Y","","","Y","","Y","Y","Y","","","Y","","","",""
1029374,"ALPERT FINANCIAL GROUP","","","Y","Y","Y","Y","Y","Y","Y","Y","Y","","Y","","Y","Y","Y","","Y","Y","Y","Y","Y","Y","Y","","Y","Y","Y","Y","Y","Y","","Y","Y","","Y","Y","Y","Y","","Y","Y","","Y","Y","Y","","","Y","Y","Y","",""
1029374,"SENIOR HEALTH BENEFITS","","","Y","Y","Y","Y","Y","Y","Y","Y","Y","","Y","","Y","Y","Y","","Y","Y","Y","Y","Y","Y","Y","","Y","Y","Y","Y","Y","Y","","Y","Y","","Y","Y","Y","Y","","Y","Y","","Y","Y","Y","","","Y","Y","Y","",""
1029374,"EXECUTIVE PLAN SERVICES","","","","","Y","Y","","","","Y","Y","","","","Y","","","","","","Y","","Y","Y","Y","","","","","","","","","","Y","","","","","","","","Y","","","Y","","","","","","","",""
1029374,"METHOD INVESTMENT GROUP","","","Y","","Y","Y","Y","Y","","Y","Y","","","","Y","Y","Y","","Y","Y","","Y","Y","Y","Y","","Y","","","Y","Y","Y","","Y","Y","","Y","Y","Y","Y","","","Y","","Y","Y","Y","","","Y","","","",""
1029374,"PRESERVE WEALTH OKLAHOMA","","","Y","Y","Y","Y","Y","Y","Y","Y","Y","","Y","","Y","Y","Y","","Y","Y","Y","Y","Y","Y","Y","","Y","Y","Y","Y","Y","Y","","Y","Y","","Y","Y","Y","Y","","Y","Y","","Y","Y","Y","","","Y","Y","Y","",""
1029374,"SPEIR FINANCIAL SERVICES","","","","","Y","Y","","","","Y","Y","","","","Y","","","","","","Y","","Y","Y","Y","","","","","","","","","","Y","","","","","","","","Y","","","Y","","","","","","","",""
1029374,"COOPER AND ADEL FINANCIAL","","","Y","Y","Y","Y","Y","Y","Y","Y","Y","","Y","","Y","Y","Y","","Y","Y","Y","Y","Y","Y","Y","","Y","Y","Y","Y","Y","Y","","Y","Y","","Y","Y","Y","Y","","Y","Y","","Y","Y","Y","","","Y","Y","Y","",""
1029374,"MANNOR FINANCIAL SERVICES","","","Y","Y","Y","Y","Y","Y","Y","Y","Y","","Y","","Y","Y","Y","","Y","Y","Y","Y","Y","Y","Y","","Y","Y","Y","Y","Y","Y","","Y","Y","","Y","Y","Y","Y","","Y","Y","","Y","Y","Y","","","Y","Y","Y","",""
1029374,"WEALTH TRAC FINANCIAL LLC","","","Y","Y","Y","Y","Y","Y","Y","Y","Y","","Y","","Y","Y","Y","","Y","Y","Y","Y","Y","Y","Y","","Y","Y","Y","Y","Y","Y","","Y","Y","","Y","Y","Y","Y","","Y","Y","","Y","Y","Y","","","Y","Y","Y","",""
1029374,"KLAUENBERG RETIREMENT SERVICES","","","Y","","Y","Y","Y","Y","","Y","Y","","","Y","Y","Y","","","Y","Y","","Y","Y","Y","","Y","","","","Y","Y","Y","","Y","Y","","Y","Y","Y","Y","","","Y","","Y","Y","Y","","","Y","","","",""
1029374,"CORNERSTONE FINANCIAL SERVICES, LLC","","","Y","Y","Y","Y","Y","Y","Y","Y","Y","","Y","","Y","Y","Y","","Y","Y","Y","Y","Y","Y","Y","","Y","Y","Y","Y","Y","Y","","Y","Y","","Y","Y","Y","Y","","Y","Y","","Y","Y","Y","","","Y","Y","Y","",""
1029381,"JC WEST & ASSOCIATES","","","Y","","Y","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Y","","","","","Y","","","","","","","Y","","","","","","","",""
1029381,"1626 WEALTH MANAGEMENT","","","Y","","Y","Y","","","","Y","Y","","","","Y","Y","","Y","","","","","","Y","","","Y","","","","","","","","","","","","Y","Y","","","","","Y","","","","","Y","","Y","",""
1029381,"AVION ASSET MANAGEMENT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","WY"
1029381,"DJH FINANCIAL SERVICES","Y","","","","Y","Y","","","","Y","Y","","","","Y","Y","","","","","","Y","Y","","","","","","","Y","","Y","","Y","","","","","Y","Y","","","Y","","","Y","Y","","","","Y","","Y",""
1029381,"WOODS ASSET MANAGEMENT","","","","","","","Y","","","Y","","","","","","Y","","","","","","Y","Y","","","","","","","","","Y","","Y","","","Y","","","Y","","Y","Y","","","","","","","Y","","","",""
1029381,"TIGER WEALTH MANAGEMENT","","","","","Y","","Y","","","Y","","","","","","","","","","","","","Y","","","","","","","","","Y","","Y","","","Y","","","","Y","","","","","","","","","","","","",""
1029381,"DOMARI WEALTH MANAGEMENT","","","Y","","Y","Y","","","","Y","","","","","","","","","","","","","Y","","","","","","","Y","","","","Y","Y","","Y","","","Y","","","","","","Y","","","","","","","",""
1029381,"LANGLEY PACIFIC PARTNERS","","Y","Y","Y","Y","Y","Y","","","Y","","","","Y","Y","","","","Y","","","","","Y","","","","","","Y","","","Y","Y","Y","","Y","","Y","Y","","","Y","","","Y","Y","","","","Y","","Y",""
1029381,"BARBER INVESTMENT PARTNERS","","","Y","Y","Y","Y","","","","Y","","","Y","Y","","","Y","","","","","Y","Y","","","Y","","","","Y","","","Y","","","","Y","","Y","","","","","","Y","Y","Y","Y","","","","","",""
1029381,"STEVEN POLLACK & ASSOCIATES","","","Y","","Y","Y","","","","","Y","","","","","","Y","","","","Y","","","","","","","","","Y","","","","","","","Y","","Y","","","","","","","","","","","","","","",""
1029381,"MIDDLEBURG WEALTH MANAGEMENT","","","","","","","","","","Y","","","","","","","","","","","","Y","Y","","","","","","","","","Y","","Y","Y","","Y","","","Y","","","","","","Y","","Y","","Y","","","",""
1029381,"CALIFORNIA WEALTH TRANSITIONS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","WY"
1029381,"PSM PRIVATE WEALTH MANAGEMENT","","","Y","","Y","Y","","","","Y","","","","Y","Y","","","","","","Y","","","","","","","","","Y","","Y","","Y","","","Y","","Y","","","","","","","","","","","","Y","","",""
1029381,"FREEDOM POINTE WEALTH ADVISORS","","","Y","","Y","","","","","","","","","","","","","","","","","","","","","","Y","Y","","Y","","","","","","","","","Y","","","","","","","Y","","","","","Y","","",""
1029381,"MARTUCCI ADAMS WEALTH ADVISORS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","WY"
1029381,"PACIFIC POINT ASSET MANAGEMENT","","","Y","","Y","Y","","","","","Y","","","","","","","","","","","Y","","Y","","","","Y","","","","","","Y","","","Y","","Y","Y","","","Y","","","Y","","","","","Y","Y","",""
1029381,"FIRST POINT FINANCIAL MANAGEMENT","","","","","Y","","","","","","","","Y","","","","","","","","","","","","","","","","","","","Y","","Y","","","","","","","","","","","","Y","","","","","","","",""
1029381,"PROSPERITY POINT WEALTH MANAGEMENT","","","Y","","Y","Y","","","","Y","","","Y","Y","","","","","","","","","","","","Y","","","Y","Y","","","","","","Y","","","Y","Y","","","Y","","","Y","Y","","","Y","Y","","",""
