"FilingID","ReferenceID","Name of Prime Broker","SEC Number","CRD Number","City","State","Country","Custodian"
"1015980","14211","UBS SECURITIES LLC","8-22651","7654","STAMFORD","Connecticut","United States","N"
"1015980","14924","UBS SECURITIES LLC","8-22651","7654","STAMFORD","Connecticut","United States","Y"
"1015980","5834","UBS SECURITIES LLC","8-22651","7654","STAMFORD","Connecticut","United States","Y"
"1015980","14211","DEUTSCHE BANK SECURITIES INC.","8-17822","2525","NEW YORK","New York","United States","Y"
"1015980","14240","DEUTSCHE BANK SECURITIES INC.","8-17822","2525","NEW YORK","New York","United States","Y"
"1015980","14240","UBS SECURITIES LLC","8-22651","7654","STAMFORD","Connecticut","United States","Y"
"1015980","14924","MORGAN STANLEY & CO. LLC","8-15869","8209","NEW YORK","New York","United States","Y"
"1015980","14924","CREDIT SUISSE SECURITIES (USA) LLC","8-422","816","NEW YORK","New York","United States","Y"
"1015980","14211","DEUTSCHE BANK AG, LONDON BRANCH","","","LONDON","","United Kingdom","Y"
"1015980","14211","CITIBANK N.A., LONDON BRANCH","","","LONDON","","United Kingdom","Y"
"1015980","5834","CREDIT SUISSE SECURITIES (USA) LLC","8-422","816","NEW YORK","New York","United States","Y"
"1015980","14211","HSBC BANK PLC","","","LONDON","","United Kingdom","Y"
"1015980","14211","CREDIT SUISSE SECURITIES (USA) LLC","8-422","816","NEW YORK","New York","United States","Y"
"1015980","14240","CREDIT SUISSE SECURITIES (USA) LLC","8-422","816","NEW YORK","New York","United States","Y"
"1015980","5834","DEUTSCHE BANK AG, LONDON BRANCH","","","LONDON","","United Kingdom","Y"
"1015980","14211","HSBC SECURITIES (USA) INC.","8-41562","19585","NEW YORK","New York","United States","Y"
"1015980","5834","UBS AG","","","LONDON","","United Kingdom","Y"
"1015980","5834","HSBC SECURITIES (USA) INC.","8-41562","19585","NEW YORK","New York","United States","Y"
"1015980","14924","DEUTSCHE BANK SECURITIES INC.","8-17822","2525","NEW YORK","New York","United States","Y"
"1015980","14924","CITIGROUP GLOBAL MARKETS INC.","8-8177","7059","NEW YORK","New York","United States","Y"
"1015980","14211","UBS AG","","","LONDON","","United Kingdom","Y"
"1015980","14240","CITIGROUP GLOBAL MARKETS INC.","8-8177","7059","NEW YORK","New York","United States","Y"
"1015980","5834","CITIBANK, N.A.","","","NEW YORK","New York","United States","Y"
"1015980","5834","HSBC BANK PLC","","","LONDON","","United Kingdom","Y"
"1015980","5834","MORGAN STANLEY & CO. LLC","8-15869","8209","NEW YORK","New York","United States","Y"
"1015980","5834","CITIGROUP GLOBAL MARKETS INC.","8-8177","7059","NEW YORK","New York","United States","Y"
"1015980","14211","CITIGROUP GLOBAL MARKETS INC.","8-8177","7059","NEW YORK","New York","United States","Y"
"1012229","173300","J.P. MORGAN CLEARING CORP.","8-43724","28432","NEW YORK","New York","United States","Y"
"1012229","173298","J.P. MORGAN CLEARING CORP.","8-43724","28432","NEW YORK","New York","United States","Y"
"1012229","173297","J.P. MORGAN CLEARING CORP.","8-43724","28432","NEW YORK","New York","United States","Y"
"1012229","173293","J.P. MORGAN CLEARING CORP.","8-43724","28432","NEW YORK","New York","United States","Y"
"1012229","63834","J.P. MORGAN CLEARING CORP.","8-43724","28432","NEW YORK","New York","United States","Y"
"1012229","63833","J.P. MORGAN CLEARING CORP.","8-43724","28432","NEW YORK","New York","United States","Y"
"1012229","63832","J.P. MORGAN CLEARING CORP.","8-43724","28432","NEW YORK","New York","United States","Y"
"1012229","63830","J.P. MORGAN CLEARING CORP.","8-43724","28432","NEW YORK","New York","United States","Y"
"1012229","63829","J.P. MORGAN CLEARING CORP.","8-43724","28432","NEW YORK","New York","United States","Y"
"1012229","63828","J.P. MORGAN CLEARING CORP.","8-43724","28432","NEW YORK","New York","United States","Y"
"1012229","21839","J.P. MORGAN CLEARING CORP.","8-43724","28432","NEW YORK","New York","United States","Y"
"1012229","22955","J.P. MORGAN CLEARING CORP.","8-43724","28432","NEW YORK","New York","United States","Y"
"1012229","56631","J.P. MORGAN CLEARING CORP.","8-43724","28432","NEW YORK","New York","United States","Y"
"1016073","55791","NATIONAL FINANCIAL SERVICES LLC","8-26740","13041","BOSTON","Massachusetts","United States","Y"
"1016073","55791","UBS SECURITIES LLC","8-22651","7654","NEW YORK","New York","United States","Y"
"1016073","55791","MORGAN STANLEY & CO. LLC","8-15869","8209","NEW YORK","New York","United States","Y"
"1017154","65532","MORGAN STANLEY & CO. LLC","8-15869","8209","NEW YORK","New York","United States","Y"
"1017154","65531","MORGAN STANLEY & CO. LLC","8-15869","8209","NEW YORK","New York","United States","Y"
"1017154","57048","CREDIT SUISSE SECURITIES (USA) LLC","8-422","816","NEW YORK","New York","United States","Y"
"1017154","57048","MORGAN STANLEY & CO. LLC","8-15869","8209","NEW YORK","New York","United States","Y"
"1017154","57049","MORGAN STANLEY & CO. LLC","8-15869","8209","NEW YORK","New York","United States","Y"
"1017154","65531","CREDIT SUISSE SECURITIES (USA) LLC","8-422","816","NEW YORK","New York","United States","Y"
"1017884","9621","BARCLAYS CAPITAL INC.","8-41342","19714","NEW YORK","New York","United States","Y"
"1017884","7495","DEUTSCHE BANK SECURITIES INC.","8-17822","2525","NEW YORK","New York","United States","Y"
"1017884","7497","CREDIT SUISSE SECURITIES (USA) LLC","8-422","816","NEW YORK","New York","United States","Y"
"1017884","7497","BNP PARIBAS PRIME BROKERAGE, INC.","8-40490","24962","NEW YORK","New York","United States","Y"
"1017884","7497","DEUTSCHE BANK SECURITIES INC.","8-17822","2525","NEW YORK","New York","United States","Y"
"1017884","9638","DEUTSCHE BANK SECURITIES INC.","8-17822","2525","NEW YORK","New York","United States","Y"
"1017884","9638","J.P. MORGAN CLEARING CORP.","8-43724","28432","BROOKLYN","New York","United States","Y"
"1017884","9629","DEUTSCHE BANK SECURITIES INC.","8-17822","2525","NEW YORK","New York","United States","Y"
"1017884","9629","J.P. MORGAN CLEARING CORP.","8-43724","28432","NEW YORK","New York","United States","Y"
"1017884","9619","DEUTSCHE BANK SECURITIES INC.","8-17822","2525","NEW YORK","New York","United States","Y"
"1017884","9619","J.P. MORGAN CLEARING CORP.","8-43724","28432","NEW YORK","New York","United States","Y"
"1017884","9633","DEUTSCHE BANK SECURITIES INC.","8-17822","2525","NEW YORK","New York","United States","Y"
"1017884","9633","J.P. MORGAN CLEARING CORP.","8-43724","28432","BROOKLYN","New York","United States","Y"
"1017884","7475","J.P. MORGAN CLEARING CORP.","8-43724","28432","BROOKLYN","New York","United States","Y"
"1017884","7488","J.P. MORGAN CLEARING CORP.","8-43724","28432","BROOKLYN","New York","United States","Y"
"1017884","7486","J.P. MORGAN CLEARING CORP.","8-43724","28432","BROOKLYN","New York","United States","Y"
"1017884","7460","J.P. MORGAN CLEARING CORP.","8-43724","28432","BROOKLYN","New York","United States","Y"
"1017884","7474","J.P. MORGAN CLEARING CORP.","8-43724","28432","BROOKLYN","New York","United States","Y"
"1017884","9632","DEUTSCHE BANK SECURITIES INC.","8-17822","2525","NEW YORK","New York","United States","Y"
"1017884","9632","J.P. MORGAN CLEARING CORP.","8-43724","28432","BROOKLYN","New York","United States","Y"
"1017884","9630","J.P. MORGAN CLEARING CORP.","8-43724","28432","BROOKLYN","New York","United States","Y"
"1017884","55479","J.P. MORGAN CLEARING CORP.","8-43724","28432","NEW YORK","New York","United States","Y"
"1017884","9625","DEUTSCHE BANK SECURITIES INC.","8-17822","2525","NEW YORK","New York","United States","Y"
"1017884","9625","J.P. MORGAN CLEARING CORP.","8-43724","28432","NEW YORK","New York","United States","Y"
"1017884","9611","J.P. MORGAN CLEARING CORP.","8-43724","28432","NEW YORK","New York","United States","Y"
"1017884","8382","DEUTSCHE BANK SECURITIES INC.","8-17822","2525","NEW YORK","New York","United States","Y"
"1017884","8382","J.P. MORGAN CLEARING CORP.","8-43724","28432","BROOKLYN","New York","United States","Y"
"1017884","7487","DEUTSCHE BANK SECURITIES INC.","8-17822","2525","NEW YORK","New York","United States","Y"
"1017884","7487","J.P. MORGAN CLEARING CORP.","8-43724","28432","BROOKLYN","New York","United States","Y"
"1017884","7459","J.P. MORGAN CLEARING CORP.","8-43724","28432","BROOKLYN","New York","United States","Y"
"1017884","7433","J.P. MORGAN CLEARING CORP.","8-43724","28432","BROOKLYN","New York","United States","Y"
"1017884","7497","J.P. MORGAN CLEARING CORP.","8-43724","28432","BROOKLYN","New York","United States","Y"
"1017884","7496","J.P. MORGAN CLEARING CORP.","8-43724","28432","BROOKLYN","New York","United States","Y"
"1017884","7495","J.P. MORGAN CLEARING CORP.","8-43724","28432","BROOKLYN","New York","United States","Y"
"1017884","43862","BANK OF NEW YORK MELLON","","","NEW YORK","New York","United States","Y"
"1017884","7455","J.P. MORGAN CLEARING CORP.","8-43724","28432","BROOKLYN","New York","United States","Y"
"1017884","7454","J.P. MORGAN CLEARING CORP.","8-43724","28432","BROOKLYN","New York","United States","Y"
"1017884","66344","J.P. MORGAN CLEARING CORP.","8-43724","28432","NEW YORK","New York","United States","Y"
"1017884","45774","J.P. MORGAN CLEARING CORP.","8-43724","28432","BROOKLYN","New York","United States","Y"
"1017884","50737","J.P. MORGAN CLEARING CORP.","8-43724","28432","BROOKLYN","New York","United States","Y"
"1017884","46858","J.P. MORGAN CLEARING CORP.","8-43724","28432","NEW YORK","New York","United States","Y"
"1017884","67712","J.P. MORGAN CLEARING CORP.","8-43724","28432","NEW YORK","New York","United States","Y"
"1017884","57864","J.P. MORGAN CLEARING CORP.","8-43724","28432","NEW YORK","New York","United States","Y"
"1017884","27601","J.P. MORGAN CLEARING CORP.","8-43724","28432","BROOKLYN","New York","United States","Y"
"1017884","7495","CREDIT SUISSE SECURITIES (USA) LLC","8-422","816","NEW YORK","New York","United States","Y"
"1017884","7495","BNP PARIBAS PRIME BROKERAGE, INC.","8-40490","24962","NEW YORK","New York","United States","Y"
"1017884","7477","DEUTSCHE BANK SECURITIES INC.","8-17822","2525","NEW YORK","New York","United States","Y"
"1017884","7477","J.P. MORGAN CLEARING CORP.","8-43724","28432","BROOKLYN","New York","United States","Y"
"1017884","7459","DEUTSCHE BANK SECURITIES INC.","8-17822","2525","NEW YORK","New York","United States","Y"
"1017884","177643","J.P. MORGAN CLEARING CORP.","8-43724","28432","NEW YORK","New York","United States","Y"
"1017884","177644","J.P. MORGAN CLEARING CORP.","8-43724","28432","NEW YORK","New York","United States","Y"
"1019765","24488","GOLDMAN, SACHS & CO.","8-129","361","NEW YORK","New York","United States","Y"
"1020229","177907","JEFFERIES LLC","8-15074","2347","NEW YORK","New York","United States","Y"
"1014087","66374","MORGAN STANLEY","8-68191","149777","PURCHASE","New York","United States","Y"
"1024631","37120","J.P. MORGAN CLEARING CORP.","8-43724","28432","NEW YORK","New York","United States","Y"
"1024631","37120","CITIGROUP GLOBAL MARKETS INC.","8-8177","7059","NEW YORK","New York","United States","Y"
"1024631","66779","DEUTSCHE BANK SECURITIES INC.","8-17822","2525","NEW YORK","New York","United States","Y"
"1024631","36958","GOLDMAN, SACHS & CO.","8-129","361","NEW YORK","New York","United States","Y"
"1024631","76866","J.P. MORGAN CLEARING CORP.","8-43724","28432","NEW YORK","New York","United States","Y"
"1024631","76866","CREDIT SUISSE SECURITIES (USA) LLC","8-422","816","NEW YORK","New York","United States","Y"
"1024631","66779","CITIGROUP GLOBAL MARKETS INC.","8-8177","7059","NEW YORK","New York","United States","Y"
"1024631","37175","MORGAN STANLEY & CO. LLC","8-15869","8209","NEW YORK","New York","United States","Y"
"1024631","37154","J.P. MORGAN CLEARING CORP.","8-43724","28432","NEW YORK","New York","United States","Y"
"1024631","37154","CREDIT SUISSE SECURITIES (USA) LLC","8-422","816","NEW YORK","New York","United States","Y"
"1024631","37154","MORGAN STANLEY & CO. LLC","8-15869","8209","NEW YORK","New York","United States","Y"
"1024631","37120","GOLDMAN, SACHS & CO.","8-129","361","NEW YORK","New York","United States","Y"
"1024631","37120","CREDIT SUISSE SECURITIES (USA) LLC","8-422","816","NEW YORK","New York","United States","Y"
"1024631","37120","MORGAN STANLEY & CO. LLC","8-15869","8209","NEW YORK","New York","United States","Y"
"1024631","36958","MORGAN STANLEY & CO. LLC","8-15869","8209","NEW YORK","New York","United States","Y"
"1024631","36958","J.P. MORGAN CLEARING CORP.","8-43724","28432","NEW YORK","New York","United States","Y"
"1024631","36958","CREDIT SUISSE SECURITIES (USA) LLC","8-422","816","NEW YORK","New York","United States","Y"
"1025859","22769","MORGAN STANLEY & CO. LLC","8-15869","8209","NEW YORK","New York","United States","Y"
"1025859","22760","MORGAN STANLEY & CO. LLC","8-15869","8209","NEW YORK","New York","United States","Y"
"1025859","21930","MORGAN STANLEY & CO. LLC","8-15869","8209","NEW YORK","New York","United States","Y"
"1025859","21907","CITIGROUP GLOBAL MARKETS INC.","8-8177","7059","NEW YORK","New York","United States","Y"
"1025859","22793","MORGAN STANLEY & CO. LLC","8-15869","8209","NEW YORK","New York","United States","Y"
"1026752","24815","WELLS FARGO PRIME SERVICES","","","SAN FRANCISCO","California","United States","N"
"1026752","24815","AUERBACH GRAYSON & COMPANY LLC","","","NEW YORK","New York","United States","N"
"1007860","49061","MORGAN STANLEY INTERNATIONAL","","","LONDON","","United Kingdom","Y"
"1007860","50871","GOLDMAN SACHS INTERNATIONAL","","","LONDON","","United Kingdom","Y"
"1007860","50871","MORGAN STANLEY INTERNATIONAL","","","LONDON","","United Kingdom","Y"
"1007860","50851","MORGAN STANLEY INTERNATIONAL","","","LONDON","","United Kingdom","Y"
"1007860","49061","GOLDMAN SACHS INTERNATIONAL","","","LONDON","","United Kingdom","Y"
"1007860","50851","GOLDMAN SACHS INTERNATIONAL","","","LONDON","","United Kingdom","Y"
"1008340","21945","MORGAN STANLEY & CO. LLC","8-15869","8209","SAN FRANCISCO","California","United States","Y"
"1008340","21929","MORGAN STANLEY & CO. LLC","8-15869","8209","SAN FRANCISCO","California","United States","Y"
"1012095","20257","CHARLES SCHWAB & CO., INC.","8-16514","5393","SAN FRANCISCO","California","United States","Y"
"1008450","33703","JP MORGAN CHASE","","","PHOENIX","Arizona","United States","N"
"1010187","177436","JEFFERIES LLC","8-15074","2347","NEW YORK","New York","United States","N"
"1010187","167321","JEFFERIES LLC","8-15074","2347","NEW YORK","New York","United States","Y"
"1010187","55675","JEFFERIES LLC","8-15074","2347","NEW YORK","New York","United States","Y"
"1010187","47214","JEFFERIES LLC","8-15074","2347","NEW YORK","New York","United States","Y"
"1014669","22736","DEUTSCHE BANK SECURITIES INC.","8-17822","2525","BALTIMORE","Maryland","United States","Y"
"1014669","22725","DEUTSCHE BANK SECURITIES INC.","8-17822","2525","BALTIMORE","Maryland","United States","Y"
"1014669","22645","DEUTSCHE BANK SECURITIES INC.","8-17822","2525","BALTIMORE","Maryland","United States","Y"
"1014669","21646","DEUTSCHE BANK SECURITIES INC.","8-17822","2525","BALTIMORE","Maryland","United States","Y"
"1014669","22717","DEUTSCHE BANK SECURITIES INC.","8-17822","2525","BALTIMORE","Maryland","United States","Y"
"1014669","22693","DEUTSCHE BANK SECURITIES INC.","8-17822","2525","BALTIMORE","Maryland","United States","Y"
"1014669","22670","DEUTSCHE BANK SECURITIES INC.","8-17822","2525","BALTIMORE","Maryland","United States","Y"
"1014669","22698","DEUTSCHE BANK SECURITIES INC.","8-17822","2525","BALTIMORE","Maryland","United States","Y"
"1015831","31598","INTERACTIVE BROKERS LLC","8-47257","36418","GREENWICH","Connecticut","United States","Y"
"1015831","31598","SG AMERICAS SECURITIES, LLC","8-66125","128351","NEW YORK","New York","United States","Y"
"1013366","169574","J.P. MORGAN CLEARING CORP.","8-43724","28432","NEW YORK","New York","United States","Y"
"1013366","169569","J.P. MORGAN CLEARING CORP.","8-43724","28432","NEW YORK","New York","United States","Y"
"1013366","169376","J.P. MORGAN SECURITIES PLC","","","LONDON","","United Kingdom","Y"
"1013366","169567","J.P. MORGAN CLEARING CORP.","8-43724","28432","NEW YORK","New York","United States","Y"
"1013366","169376","MERRILL LYNCH INTERNATIONAL","","","LONDON","","United Kingdom","Y"
"1013366","169538","J.P. MORGAN CLEARING CORP.","8-43724","28432","NEW YORK","New York","United States","Y"
"1013366","33433","MERRILL LYNCH, PIERCE, FENNER & SMITH INCORPORATED","8-7221","7691","NEW YORK","New York","United States","Y"
"1013366","33433","GOLDMAN, SACHS & CO.","8-129","361","NEW YORK","New York","United States","Y"
"1013366","32003","GOLDMAN, SACHS & CO.","8-129","361","NEW YORK","New York","United States","Y"
"1013366","32003","CITIGROUP GLOBAL MARKETS INC.","8-8177","7059","LONG ISLAND","New York","United States","Y"
"1013366","32721","GOLDMAN SACHS INTERNATIONAL","","","LONDON","","United Kingdom","Y"
"1013366","45757","CREDIT SUISSE SECURITIES (USA) LLC","8-422","816","NEW YORK","New York","United States","Y"
"1013366","31694","J.P. MORGAN SECURITIES LLC","8-35008","79","NEW YORK","New York","United States","Y"
"1013366","51876","CREDIT SUISSE SECURITIES (USA) LLC","8-422","816","NEW YORK","New York","United States","Y"
"1013366","166448","J.P. MORGAN CLEARING CORP.","8-43724","28432","NEW YORK","New York","United States","Y"
"1013366","45763","J.P. MORGAN SECURITIES LLC","8-35008","79","NEW YORK","New York","United States","Y"
"1013366","45763","MORGAN STANLEY & CO. LLC","8-15869","8209","NEW YORK","New York","United States","Y"
"1013366","45762","GOLDMAN, SACHS & CO.","8-129","361","NEW YORK","New York","United States","Y"
"1013366","45757","GOLDMAN, SACHS & CO.","8-129","361","NEW YORK","New York","United States","Y"
"1013366","45758","BARCLAYS CAPITAL SECURITIES LIMITED","","","LONDON","","United Kingdom","N"
"1013366","36056","GOLDMAN SACHS INTERNATIONAL","","","LONDON","","United Kingdom","Y"
"1013366","48305","JP MORGAN CHASE BANK, NA","","","NEW YORK","New York","United States","Y"
"1013366","45771","J.P. MORGAN CLEARING CORP.","8-43724","28432","NEW YORK","New York","United States","Y"
"1013366","33044","J.P. MORGAN CLEARING CORP.","8-43724","28432","NEW YORK","New York","United States","Y"
"1013366","32944","BARCLAYS CAPITAL INC.","8-41342","19714","NEW YORK","New York","United States","Y"
"1013366","45757","MORGAN STANLEY & CO. LLC","8-15869","8209","NEW YORK","New York","United States","Y"
"1013366","32459","GOLDMAN, SACHS & CO.","8-129","361","NEW YORK","New York","United States","Y"
"1013366","54630","UBS AG","","","ZURICH","","Switzerland","Y"
"1013366","51876","MORGAN STANLEY & CO. LLC","8-15869","8209","NEW YORK","New York","United States","Y"
"1013366","51876","MERRILL LYNCH PROFESSIONAL CLEARING CORP.","8-33359","16139","NEW YORK","New York","United States","Y"
"1013366","51876","CITIGROUP GLOBAL MARKETS INC.","8-8177","7059","NEW YORK","New York","United States","Y"
"1013366","32459","BARCLAYS CAPITAL INC.","8-41342","19714","NEW YORK","New York","United States","Y"
"1013366","33386","MERRILL LYNCH, PIERCE, FENNER & SMITH INCORPORATED","8-7221","7691","NEW YORK","New York","United States","Y"
"1013366","177864","J.P. MORGAN CLEARING CORP.","8-43724","28432","BROOKLYN","New York","United States","Y"
"1013366","177406","J.P. MORGAN CLEARING CORP.","8-43724","28432","NEW YORK","New York","United States","Y"
"1013366","177408","MORGAN STANLEY & CO. LLC","8-15869","8209","NEW YORK","New York","United States","Y"
"1013366","48305","MORGAN STANLEY & CO. LLC","8-15869","8209","NEW YORK","New York","United States","Y"
"1013366","45762","DEUTSCHE BANK SECURITIES INC.","8-17822","2525","NEW YORK","New York","United States","Y"
"1013366","32513","MERRILL LYNCH, PIERCE, FENNER & SMITH INCORPORATED","8-7221","7691","NEW YORK","New York","United States","Y"
"1013366","32486","J.P. MORGAN CLEARING CORP.","8-43724","28432","NEW YORK","New York","United States","Y"
"1013366","32486","CITIGROUP GLOBAL MARKETS INC.","8-8177","7059","NEW YORK","New York","United States","Y"
"1013366","32513","DEUTSCHE BANK AG","","","FRANKFURT","","Germany","Y"
"1013366","31898","BARCLAYS CAPITAL INC.","8-41342","19714","NEW YORK","New York","United States","N"
"1013366","32003","COMMERZ MARKETS LLC","8-49647","41957","NEW YORK","New York","United States","Y"
"1013366","67009","J.P. MORGAN CLEARING CORP.","8-43724","28432","NEW YORK","New York","United States","Y"
"1013366","45762","MORGAN STANLEY & CO. LLC","8-15869","8209","NEW YORK","New York","United States","Y"
"1013366","31733","MORGAN STANLEY & CO. INTERNATIONAL PLC","","","LONDON","","United Kingdom","N"
"1013366","166447","MORGAN STANLEY & CO. LLC","8-15869","8209","NEW YORK","New York","United States","Y"
"1013366","166449","J.P. MORGAN CLEARING CORP.","8-43724","28432","NEW YORK","New York","United States","Y"
"1013366","31733","DEUTSCHE BANK AG","","","FRANKFURT","","Germany","Y"
"1013366","166447","GOLDMAN, SACHS & CO.","8-129","361","NEW YORK","New York","United States","Y"
"1013366","31656","MORGAN STANLEY & CO. LLC","8-15869","8209","NEW YORK","New York","United States","Y"
"1013366","31656","J.P. MORGAN SECURITIES LLC","8-35008","79","NEW YORK","New York","United States","N"
"1013366","31420","DEUTSCHE BANK SECURITIES INC.","8-17822","2525","NEW YORK","New York","United States","Y"
"1013366","31420","MORGAN STANLEY & CO. LLC","8-15869","8209","NEW YORK","New York","United States","Y"
"1013366","31420","BARCLAYS CAPITAL INC.","8-41342","19714","NEW YORK","New York","United States","Y"
"1013366","31420","MERRILL LYNCH PROFESSIONAL CLEARING CORP.","8-33359","16139","NEW YORK","New York","United States","Y"
"1013366","31407","GOLDMAN SACHS INTERNATIONAL","","","LONDON","","United Kingdom","Y"
"1013366","31407","UBS AG","","","ZURICH","","Switzerland","Y"
"1013366","30854","BARCLAYS CAPITAL INC.","8-41342","19714","NEW YORK","New York","United States","N"
"1013366","30344","J.P. MORGAN SECURITIES LLC","8-35008","79","NEW YORK","New York","United States","Y"
"1013366","46890","MORGAN STANLEY & CO. INTERNATIONAL PLC","","","LONDON","","United Kingdom","Y"
"1013366","46890","GOLDMAN, SACHS & CO.","8-129","361","NEW YORK","New York","United States","Y"
"1013366","31392","CREDIT SUISSE SECURITIES (USA) LLC","8-422","816","NEW YORK","New York","United States","Y"
"1013366","31392","J.P. MORGAN SECURITIES LLC","8-35008","79","NEW YORK","New York","United States","N"
"1013366","32944","J.P. MORGAN SECURITIES LLC","8-35008","79","NEW YORK","New York","United States","N"
"1013366","32944","GOLDMAN, SACHS & CO.","8-129","361","NEW YORK","New York","United States","Y"
"1013366","32929","J.P. MORGAN SECURITIES LLC","8-35008","79","NEW YORK","New York","United States","Y"
"1013366","32933","CREDIT SUISSE SECURITIES (EUROPE) LIMITED","","","LONDON","","United Kingdom","Y"
"1013366","54628","J.P. MORGAN SECURITIES LLC","8-35008","79","NEW YORK","New York","United States","Y"
"1013366","54628","J.P. MORGAN CLEARING CORP.","8-43724","28432","NEW YORK","New York","United States","Y"
"1013366","54618","J.P. MORGAN CLEARING CORP.","8-43724","28432","NEW YORK","New York","United States","Y"
"1013366","45767","GOLDMAN, SACHS & CO.","8-129","361","NEW YORK","New York","United States","Y"
"1013366","65581","J.P. MORGAN SECURITIES PLC","","","LONDON","","United Kingdom","Y"
"1013366","45758","UBS AG","","","ZURICH","","Switzerland","Y"
"1013366","32003","GOLDMAN SACHS INTERNATIONAL","","","LONDON","","United Kingdom","Y"
"1013366","32480","J.P. MORGAN SECURITIES LLC","8-35008","79","NEW YORK","New York","United States","Y"
"1013366","32596","MORGAN STANLEY & CO. INTERNATIONAL PLC","","","LONDON","","United Kingdom","Y"
"1013366","32596","GOLDMAN SACHS INTERNATIONAL","","","LONDON","","United Kingdom","Y"
"1013366","54632","J.P. MORGAN SECURITIES LLC","8-35008","79","NEW YORK","New York","United States","Y"
"1013366","54632","J.P. MORGAN CLEARING CORP.","8-43724","28432","NEW YORK","New York","United States","Y"
"1013366","167731","J.P. MORGAN CLEARING CORP.","8-43724","28432","NEW YORK","New York","United States","Y"
"1013366","31733","CREDIT SUISSE SECURITIES (EUROPE) LTD","","","LONDON","","United Kingdom","Y"
"1013366","51876","DEUTSCHE BANK SECURITIES INC.","8-17822","2525","NEW YORK","New York","United States","Y"
"1013366","51840","UBS SECURITIES LLC","8-22651","7654","NEW YORK","New York","United States","Y"
"1013366","51840","MERRILL LYNCH PROFESSIONAL CLEARING CORP.","8-33359","16139","NEW YORK","New York","United States","Y"
"1013366","51840","CREDIT SUISSE SECURITIES (USA) LLC","8-422","816","NEW YORK","New York","United States","Y"
"1013366","51840","GOLDMAN, SACHS & CO.","8-129","361","NEW YORK","New York","United States","Y"
"1013366","32513","DEUTSCHE BANK SECURITIES INC.","8-17822","2525","NEW YORK","New York","United States","Y"
"1013366","32721","UBS AG","","","ZURICH","","Switzerland","Y"
"1013366","32721","MORGAN STANLEY & CO. INTERNATIONAL PLC","","","LONDON","","United Kingdom","Y"
"1013366","32513","UBS SECURITIES LLC","8-22651","7654","STAMFORD","Connecticut","United States","Y"
"1013366","32513","MERRILL LYNCH PROFESSIONAL CLEARING CORP.","8-33359","16139","NEW YORK","New York","United States","Y"
"1013366","31733","UBS AG","","","ZURICH","","Switzerland","Y"
"1013366","36056","DEUTSCHE BANK AG","","","FRANKFURT","","Germany","Y"
"1013366","36039","DEUTSCHE BANK AG","","","FRANKFURT","","Germany","Y"
