"FilingID","Wrap Fee Program","Sponsor"
1027556,"A+ PROGRAM","RBC PRIVATE COUNSEL (USA) INC."
1027987,"BLUEPRINT WEALTH ALLIANCE WRAP PROGRAM","BLUEPRINT WEALTH ALLIANCE, LLC"
1029682,"BROOKSTONE CAPITAL MANAGEMENT, LLC","BROOKSTONE CAPITAL MANAGEMENT, LLC"
1030773,"DMKC ATLAS","DMKC ADVISORY SERVICES, LLC"
1030773,"DMKC ANCHOR","DMKC ADVISORY SERVICES, LLC"
1030780,"MANAGERS CHOICE","AMERICAN PORTFOLIOS ADVISORS, INC."
1030780,"LOCKWOOD ASSET ALLOCATION PROGRAM (LAAP)","AMERICAN PORTFOLIOS ADVISORS, INC."
1030780,"LOCKWOOD INVESTMENT STRATEGIES (LIS)","AMERICAN PORTFOLIOS ADVISORS, INC."
1030780,"ADVISOR FLEX (AF)","AMERICAN PORTFOLIOS ADVISORS, INC."
1030780,"ADVISORS SOLUTIONS","AMERICAN PORTFOLIOS ADVISORS, INC."
1030780,"BNY SELECT","AMERICANPORTFOLIOS ADVISORS, INC."
1031598,"SILVER OAK SECURITIES WRAP PROGRAM","SILVER OAK SECURITIES INCORPORATED"
1034261,"FREEMARK","LEGEND ADVISORY CORPORATION"
1034261,"STRATEGIC ASSET MANAGEMENT","LEGEND ADVISORY CORPORATION"
1034261,"SAM SELECT","LEGEND ADVISORY CORPORATION"
1034261,"NEURALVISION","LEGEND ADVISORY CORPORATION"
1034261,"LEGEND CHOICE","LEGEND ADVISORY CORPORATION"
1034261,"INVESTORS ADVANTAGE","LEGEND ADVISORY CORPORATION"
1034261,"GUIDED PORTFOLIO SOLUTIONS","LEGEND ADVISORY CORPORATION"
1034092,"IFG ADVISORY WRAP FEE PROGRAM","IFG ADVISORY, LLC"
1036568,"GOLDEN STATE WRAP FEE PROGRAM","GOLDEN STATE WEALTH MANAGEMENT, LLC"
1036569,"AWM WRAP FEE PROGRAM","ACCESS WEALTH MANAGEMENT, INC."
1036576,"SEPARATELY MANAGED ACCOUNTS PROGRAMS- ACCESS, MANAGED  ACCOUNTS CONSULTING (MAC)","UBS FINANCIAL SERVICES INC."
1036576,"UNIFIED MANAGED ACCOUNTS PROGRAMS - UBS STRATEGIC WEALTH PORTFOLIO (SWP)","UBS FINANCIAL SERVICES INC."
1036576,"PRIVATE WEALTH MANAGEMENT PROGRAMS - SEPERATELY MANAGED ACCOUNTS (SMA)","ENVESTNET ASSET MANAGEMENT, INC."
1036605,"MERRILL LYNCH PERSONAL INVESTMENT ADVISORY(R)","MERRILL LYNCH, PIERCE, FENNER & SMITH INCORPORATED"
1036605,"MERRILL EDGE ADVISORY ACCOUNT","MERRILL LYNCH, PIERCE, FENNER & SMITH INCORPORATED AND MANAGED ACCOUNT ADVISORS LLC"
1036605,"MERRILL LYNCH INVESTMENT ADVISORY PROGRAM","MERRILL LYNCH, PIERCE, FENNER & SMITH INCORPORATED AND MANAGED ACCOUNT ADVISORS LLC"
1036605,"MERRILL LYNCH UNIFIED MANAGED ACCOUNT","MERRILL LYNCH, PIERCE, FENNER & SMITH INCORPORATED AND MANAGED ACCOUNT ADVISORS LLC"
1038596,"COMPREHENSIVE PORTFOLIO MANAGEMENT WRAP FEE PROGRAM","WESTERN WEALTH MANAGEMENT LLC"
1038768,"DIVERSIFIED MANAGED ALLOCATIONS","WELLS FARGO ADVISORS"
1038768,"STRATEGIC WEALTH PORTFOLIO","UBS"
1038768,"MA RESOURCE","ENVESTNET"
1038768,"UNIFIED MANAGEMENT OVERLAY PROGRAM","FOLIODYNAMIX"
1038768,"MAC","UBS"
1038768,"PRIVATE ADVISOR NETWORK","WELLS FARGO ADVISORS"
1038768,"MASTERS","WELLS FARGO ADVISORS"
1038768,"SEPARATE ACCOUNT NETWORK","FIDELITY INVESTMENTS"
1038768,"ACCESS","UBS"
1038768,"SPA","BANK OF AMERICA/MERRILL LYNCH"
1038768,"ONE","BANK OF AMERICA/MERRILL LYNCH"
1038768,"CES","MORGAN STANLEY SMITH BARNEY"
1038768,"FIDUCIARY SERVICES","MORGAN STANLEY SMITH BARNEY"
1038768,"SELECT UMA","MORGAN STANLEY SMITH BARNEY"
1038768,"OSM","RAYMOND JAMES"
1038768,"ACCESS","SCHWAB"
1038768,"MARKETPLACE","SCHWAB"
1038819,"LOCKWOOD SPONSORED PROGRAM","LOCKWOOD ADVISORS, INC."
1038819,"MANAGED PORTFOLIO CONSULTING SOLUTIONS","RBC DOMINION SECURITIES"
1038819,"SYMPHONY","FDX ADVISORS"
1038819,"ACCESS & SWP","UBS FINANCIAL SERVICES, INC"
1038819,"ADVISERS","JANNEY MONTGOMERY SCOTT, LLC"
1038819,"SELECT","CHARLES SCHWAB & CO, INC"
1038819,"STIFEL INVESTMENT MANAGEMENT CONSULTING","STIFEL, NICHOLAS & COMPANY, INC."
1038819,"FIDUCIARY SERVICES","MORGAN STANLEY SMITH BARNEY, LLC"
1038819,"MANAGED ACCOUNT LINK","LOCKWOOD ADVISORS, INC."
1038819,"CAAMS SELECT","CAPITAL ANALYSTS, INC."
1038819,"DMA","WELLS FARGO ADVISORS, LLC."
1038819,"STRATEGIC PORTFOLIO","WELLS FARGO BANK, N.A."
1038819,"MANAGER SELECTION PROGRAM","CITI PRIVATE BANK"
1038819,"MASTERS","WELLS FARGO ADVISORS, LLC."
1038819,"MANAGED ASSETS","AIG ADVISORS GROUP"
1038819,"ACCESS & SELECT","CHARLES SCHWAB & CO., INC."
1038819,"MANAGER SELECT","LINSCO/PRIVATE LEDGER CORP."
1038819,"ENVESTNET SEPARATE ACCOUNT PROGRAM","ENVESTNET ASSET MANAGEMENT, INC."
1038819,"CONSULTING SOLUTIONS","RBC WEALTH MANAGEMENT"
1038955,"SELECT TRAC MUTUAL FUND PROGRAM","BRUDERMAN ASSET MANAGEMENT LLC"
1038955,"SELECT TRAC ETF PROGRAM","BRUDERMAN ASSET MANAGEMENT LLC"
1039610,"STRATIS PROGRAM","J.P. MORGAN SECURITIES LLC"
1039610,"MANAGED ACCOUNT SERVICES","CHARLES SCHWAB & CO."
1039610,"MANAGER SELECT PROGRAM","LPL FINANCIAL"
1039610,"STAR PROGRAM","OPPENHEIMER & CO. INC."
1039610,"MANAGED ACCOUNT PROGRAM","RBC WEALTH MANAGEMENT"
1039610,"CLIENT SELECTED MANAGERS","ROBERT W. BAIRD  & CO. INCORPORATED"
1039610,"CONSULTING GROUP PROGRAM","MORGAN STANLEY SMITH BARNEY"
1039610,"RECOMMENDED MANAGERS","ROBERT W. BAIRD & CO. INCORPORATED"
1039610,"RUSSELL MODEL STRATEGIES","ROBERT W. BAIRD & CO. INCORPORATED"
1039610,"SYNTRINSIC INVESTMENT COUNSEL","SYNTRINSIC INVESTMENT COUNSEL, LLC"
1039480,"STRATEGIC WEALTH PORTFOLIO","UBS"
1039480,"ACCESS","UBS"
1039480,"FIDUCIARY SERVICES","MORGAN STANLEY"
1039480,"CITI PRIVATE WEALTH MANAGEMENT - FIDUCIARY SERVICES","CITIGROUP GLOBAL MARKETS INC."
1039480,"SELECT UMA","MORGAN STANLEY"
1039002,"FOLIO DYNAMIX","FOLIO DYNAMIX"
1039002,"PLACEMARK INVESTMENTS","PLACEMARK INVESTMENTS"
1039002,"MANAGED ACCOUNT SOLUTIONS","BENJAMIN F EDWARDS/PERSHING"
1039002,"RAYMOND JAMES CONSULTING SERVICES","RAYMOND JAMES"
1040143,"LIFEGUIDE PROGRAM","SECURITIES AMERICA ADVISORS, INC."
1040143,"FINANCIAL ADVISORS PROGRAM","SECURITIES AMERICA ADVISORS, INC."
1040774,"SAPERSTON SELECT INVESTMENT MANAGEMENT PROGRAM","SAPERSTON ASSET MANAGEMENT INC."
1040774,"SAPERSTON'S WELLS FARGO ADVISORS MANAGEMENT PROGRAM (WFA)","WELLS FARGO ADVISORS"
1040819,"GWM WRAP PROGRAM","GOSS WEALTH MANAGEMENT LLC"
1039087,"UNIFIED MANAGED ACCOUNT PROGRAM","MANAGED ACCOUNT ADVISERS LLC"
1039087,"ASSET BASED  INVESTMENT PROGRAM","ROBERT W BAIRD"
1039087,"MANAGER OF MANAGERS PROGRAM","BRINKER CAPITAL, INC."
1039087,"STIFEL MANAGED ASSETS PROGRAM","STIFEL, NICOLAUS & COMPANY, INC."
1039087,"MASTERS","WELLS FARGO ADVISORS, LLC"
1039087,"MANAGED ACCOUNT COMMAND","LOCKWOOD ADVISORS, INC."
1039087,"WELLS SELECT","WELLS FARGO INVESTMENTS, LLC"
1039087,"ADVISORY SOLUTIONS UNIFIED MANAGED ACCOUNT PROGRAM","EDWARD D. JONES   & CO., L.P."
1039087,"MANAGED ACCOUNT LINK","LOCKWOOD ADVISORS, INC."
1039087,"MANAGER ACCESS SELECT","LPL FINANCIAL CORPORATION"
1027633,"APPROACH PROGRAM (THIRD PARTY STRATEGIST PROGRAM)","BLACKRIDGE ASSET MANAGEMENT LLC"
1027633,"JOURNEY PROGRAM (SMA/UMA MANAGER PROGRAM)","BLACKRIDGE ASSET MANAGEMENT LLC"
1027633,"ASCEND II PROGRAM","BLACKRIDGE ASSET MANAGEMENT LLC"
1029568,"STERLING MANOR FINANCIAL, LLC WRAP FEE PROGRAM","STERLING MANOR FINANCIAL, LLC"
1024979,"PRIVATE INVESTMENT MANAGEMENT (PIM)","WELLS FARGO ADVISORS"
1029742,"CUSTOM INVESTMENT OUTSOURCING (F/K/A FIDUCIARY ASSET MANAGEMENT)","MORGAN STANLEY SMITH BARNEY LLC"
1029742,"UNIFIED MANAGED ACCOUNT PROGRAM","MERRILL LYNCH, PIERCE, FENNER & SMITH INC."
1029742,"MANAGED ACCOUNT COMMAND","CAPITOL SECURITIES MANAGEMENT, INC."
1029742,"WELLS FARGO WEALTH MANAGEMENT","WELLS FARGO BANK NATIONAL ASSOCIATION"
1029742,"MANAGED PORTFOLIO SOLUTION","HSBC PRIVATE BANK"
1029742,"MANAGED ACCOUNT MARKETPLACE PROGRAM","CHARLES SCHWAB & CO., INC."
1029742,"CONSOLIDATED PORTFOLIO ADVISORY SOLUTIONS","C-PAS, LLC"
1029742,"MULTI-STRATEGY PORTFOLIOS","ENVESTNET ASSET MANAGEMENT, INC."
1029742,"PRIVATE ADVISOR NETWORK PROGRAM","WELLS FARGO ADVISORS, LLC"
1029742,"INVESTMENT MANAGEMENT SERVICES","CITIGROUP GLOBAL MARKETS INC."
1029742,"MULTI-STRATEGY PORTFOLIOS","HSBC GLOBAL ASSET MANAGEMENT (USA) INC."
1029742,"MANAGED ACCOUNTS CONSULTING","UBS FINANCIAL SERVICES INC."
1029742,"MANAGED ACCOUNT COMMAND","DOMINICK & DOMINICK LLC"
1029742,"MANAGED ACCOUNT COMMAND","BENJAMIN F. EDWARDS & COMPANY"
1029742,"MANAGED ACCOUNT CONSULTING GROUP","ENVESTNET ASSET MANAGEMENT, INC."
1029742,"MORGAN STANLEY ACCESS PROGRAM","MORGAN STANLEY SMITH BARNEY LLC"
1029742,"THIRD PARTY MODELS PROGRAM","ENVESTNET ASSET MANAGEMENT, INC."
1029742,"RAYMOND JAMES CONSULTING SERVICES SEPARATELY MANAGED ACCOUNT WRAP FEE PROGRAM","RAYMOND JAMES CONSULTING SERVICES"
1029742,"MANAGED ACCOUNT PROGRAM (UMA)","PNC BANK, NATIONAL ASSOCIATION"
1029742,"UNIFIED MANAGED ACCOUNT ADVISORY PROGRAM","TD AMERITRADE, INC."
1029742,"MANAGER ACCESS SELECT PROGRAM","LPL FINANCIAL CORPORATION"
1029742,"SELECTS PORTFOLIO SOLUTIONS PROGRAM","MERRILL LYNCH, PIERCE, FENNER & SMITH INC./ U.S. TRUST COMPANY OF NEW YORK"
1029742,"UNIFIED MANAGED ACCOUNT","ENVESTNET, INC."
1029742,"UMA MARKETPLACE PROGRAM","ENVESTNET, INC."
1029742,"MANAGED ACCOUNT PROGRAM","PNC BANK, NATIONAL ASSOCIATION"
1029742,"MANAGED ACCOUNT UTILITY","LOCKWOOD ADVISORS, INC."
1029742,"SPA PROGRAM","MERRILL LYNCH, PIERCE, FENNER & SMITH INC."
1029742,"MANAGER SELECT PROGRAM","LPL FINANCIAL CORPORATION"
1029742,"MANAGED ACCOUNT COMMAND","INVESTORS CAPITAL ADVISORY SERVICES"
1029742,"MANAGED PORTFOLIO ACCOUNTS","HSBC GLOBAL ASSET MANAGEMENT (USA) INC."
1029742,"MULTI STRATEGY PORTFOLIOS","HSBC PRIVATE BANK"
1029742,"MANAGER SELECT PROGRAM","AXA ADVISORS LLC"
1029742,"UNIFIED MANAGED ACCOUNT","UNITED CAPITAL FINANCIAL ADVISERS, INC."
1029742,"DIVERSIFIED MANAGED ALLOCATIONS PROGRAM","WELLS FARGO ADVISORS, LLC"
1029742,"MERRILL LYNCH CONSULTS SERVICE","MERRILL LYNCH, PIERCE, FENNER & SMITH INC."
1029742,"MANAGED ACCOUNT SELECT PROGRAM","CHARLES SCHWAB & CO., INC."
1029742,"MANAGED ACCOUNT ACCESS PROGRAM","CHARLES SCHWAB & CO., INC."
1029742,"MANAGED ACCOUNT COMMAND","EQUITAS CAPITAL ADVISORS, LLC"
1029742,"MANAGED ACCOUNT COMMAND","BOSC, INC."
1029742,"SELECT UMA","MORGAN STANLEY SMITH BARNEY LLC"
1029742,"WEALTH MANAGEMENT PLATFORM","AIG ADVISOR GROUP"
1029742,"MANAGED ACCOUNT COMMAND","ESSEX FINANCIAL SERVICES, INC."
1029742,"INVESTMENT ADVISORY PROGRAM","MERRILL LYNCH, PIERCE, FENNER & SMITH INCORPORATED"
1029742,"INVESTMENT COUNSELING SERVICE PROGRAM","J.P. MORGAN SECURITIES LLC"
1029742,"SELECT UMA","CITIGROUP GLOBAL MARKETS INC."
1029742,"FIDUCIARY ASSET MANAGEMENT","CITIGROUP GLOBAL MARKETS INC."
1029742,"FIDUCIARY SERVICES PROGRAM","CITIGROUP GLOBAL MARKETS INC."
1029742,"MANAGED ACCOUNT PROGRAM","RBC WEALTH MANAGEMENT"
1029742,"CONSULTING AND EVALUATION SERVICES PROGRAM","MORGAN STANLEY SMITH BARNEY LLC"
1029742,"OPPORTUNISTIC ADVISORY PROGRAM","JPMORGAN CHASE BANK, N.A"
1029742,"CMC MANAGED ACCOUNT PORTFOLIO PROGRAM","TRADE-PMR INC."
1029742,"UNIFIED OVERLAY MANAGEMENT PROGRAM","FDX ADVISORS INC."
1030158,"PAX FINANCIAL GROUP WRAP FEE PROGRAM","PAX FINANCIAL GROUP"
1020876,"DYNAMIC ALLOCATION PORTFOLIO","CITIBANK"
1020876,"MANAGED ACCOUNT SELECT","CHARLES SCHWAB"
1020876,"FIDUCIARY SERVICES","MORGAN STANLEY WEALTH MANAGEMENT"
1020876,"MANAGED ACCOUNT CONSULTING","UBS"
1020876,"PRIVATE ACCOUNT NETWORK","WELLS FARGO INVESTMENTS"
1020876,"STRATEGIC PORTFOLIO ADVISOR","MERRILL LYNCH"
1020876,"STRATEGIC ASSET REVIEW PROGRAM","OPPENHEIMER & CO."
1020876,"MANAGED ACCOUNT MARKETPLACE","CHARLES SCHWAB"
1020876,"DUAL CONTRACT MANAGED ACCOUNT PROGRAM","LOCKWOOD / PERSHING ADVISOR SOLUTIONS"
1020876,"SELECT UMA","MORGAN STANLEY WEALTH MANAGEMENT"
1020876,"CONSULTING AND EVALUATION SERVICES","MORGAN STANLEY WEALTH MANAGEMENT"
1020876,"INVESTMENT MANAGEMENT SERVICES PROGRAM","MORGAN STANLEY WEALTH MANAGEMENT"
1030841,"SELECT UMA PROGRAM","MORGAN STANLEY SMITH BARNEY LLC"
1030841,"GLOBAL INVESTMENT SOLUTIONS","MORGAN STANLEY SMITH BARNEY LLC"
1030841,"INSTITUTIONAL CASH ADVISORY PROGRAM","MORGAN STANLEY SMITH BARNEY LLC"
1030841,"STRATEGIC PORTFOLIOS","MORGAN STANLEY SMITH BARNEY LLC"
1030841,"PORTFOLIO MANAGEMENT PROGRAM","MORGAN STANLEY SMITH BARNEY LLC"
1030841,"CUSTOM SOLUTIONS PROGRAM","MORGAN STANLEY SMITH BARNEY LLC"
1031319,"ASSET MANAGEMENT SERVICES PROGRAM","ARBOR POINT ADVISORS, LLC"
1031319,"PARTICIPANT RETIREMENT PROGRAM","ARBOR POINT ADVISORS, LLC"
1007712,"RDAFN WRAP FEE PROGRAM","RDA FINANCIAL NETWORK"
